ciclo_lectivo;Alumno_ID;Sexo;Edad;Edad_Correcta;CURSO_NORMALIZADO;Curso;División;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;AMBITO;Regional
2023;520346;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;624670;Masculino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;625630;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;626235;Femenino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;724260;Femenino;7;7;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;730148;Masculino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;750455;Femenino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;760601;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;766721;Masculino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;769440;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;803813;Masculino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;804331;Femenino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805163;Femenino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;809164;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;809669;Masculino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;829957;Femenino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;836603;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;836612;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;840139;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;841091;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;841348;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;849232;Femenino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;849387;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;850984;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;853003;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;854616;Femenino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;855558;Masculino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;857329;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;859213;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;859419;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;859759;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;862403;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;862419;Masculino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;862921;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863177;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863188;Femenino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863192;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863290;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863294;Masculino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863309;Femenino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863314;Femenino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863318;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;863448;Masculino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864133;Femenino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864143;Femenino;7;7;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864152;Femenino;6;6;1°;1°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864528;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864533;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864534;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864535;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864536;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864537;Masculino;7;7;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864538;Femenino;7;7;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864541;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864542;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864546;Femenino;7;7;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864547;Masculino;7;7;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864550;Femenino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864551;Masculino;6;6;1°;1°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864556;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864559;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864560;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864562;Masculino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864564;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864568;Femenino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864569;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864570;Masculino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864571;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864573;Femenino;7;7;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864574;Masculino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864575;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;864576;Femenino;6;6;1°;1°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;519566;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;519951;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;591414;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;591417;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;627180;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;631533;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;730976;Femenino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;732683;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;747608;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;749059;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;751566;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;753913;Femenino;8;8;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;763308;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;771189;Femenino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;776497;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;776784;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;780437;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;781258;Femenino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;782809;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;782982;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;785563;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;787562;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;790473;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;791856;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;793002;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;799299;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;803493;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805116;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805369;Femenino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805376;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805385;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805386;Femenino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805388;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;805392;Femenino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806655;Femenino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806985;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806986;Femenino;8;8;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806988;Femenino;8;8;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806989;Masculino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;806992;Femenino;7;7;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807071;Masculino;3;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807076;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807081;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807088;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807093;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807098;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807103;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;807120;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813253;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813255;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813257;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813258;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813260;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813261;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813264;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813267;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813268;Masculino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813271;Masculino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813273;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813274;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813276;Femenino;8;8;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813277;Femenino;7;7;2°;2°;B;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813475;Masculino;8;8;2°;2°;C;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813972;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813977;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813981;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813983;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813985;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813986;Masculino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813988;Femenino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813990;Femenino;7;7;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
2023;813992;Masculino;8;8;2°;2°;A;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;Urbano;"NO CORRESPONDE"
