Alumno_ID
697
333
483
197
687
305
625
438
335
469
58
586
199
435
510
332
516
117
122
146
321
276
350
171
78
416
318
324
172
980
637
808
720
702
1084
681
494
503
316
267
1063
237
587
287
491
417
366
653
638
773
602
563
448
630
399
576
96
844
23
638
980
919
492
1635
467
1121
513
760
855
513
441
668
612
545
366
577
249
634
294
312
789
567
790
337
247
142
143
318
223
377
321
220
478
129
280
371
443
106
152
679
381
371
284
402
482
276
374
274
193
353
386
355
113
351
352
353
197
176
140
157
429
351
343
158
374
311
194
729
186
148
51
334
277
336
139
169
182
362
106
156
495
11
209
446
68
155
350
301
472
415
310
316
38
40
146
279
258
103
635
446
285
278
152
57
134
297
242
225
277
368
304
273
672
91
169
188
131
346
482
405
592
482
541
331
156
436
272
93
52
116
83
343
101
98
586
266
319
139
272
106
219
147
297
136
129
120
47
62
128
