Escuela_ID;CURSO_NORMALIZADO;División;DESEMPEÑO;Alumno_ID
1010;3°;2;Medio;7
1010;3°;3;Avanzado;2
1010;3°;3;Básico;8
1010;3°;3;Crítico;7
1010;3°;3;Medio;3
1010;3°;4°;Básico;8
1010;3°;4°;Crítico;2
1010;3°;4°;Medio;8
1010;4°;1° Tarde;Avanzado;3
1010;4°;1° Tarde;Básico;10
1010;4°;1° Tarde;Crítico;13
1010;4°;1° Tarde;Medio;5
1010;4°;2;Básico;7
1010;4°;2;Crítico;12
1010;4°;2;Medio;8
1010;4°;3°;Básico;9
1010;4°;3°;Crítico;16
1010;4°;3°;Medio;4
1010;5°;1;Básico;4
1010;5°;1;Crítico;19
1010;5°;1;Medio;2
1010;5°;2° Mañana;Básico;11
1010;5°;2° Mañana;Crítico;9
1010;5°;2° Mañana;Medio;1
1010;5°;3;Avanzado;2
1010;5°;3;Básico;9
1010;5°;3;Crítico;11
1010;5°;3;Medio;4
1010;6°;1;Avanzado;1
1010;6°;1;Básico;13
1010;6°;1;Crítico;13
1010;6°;1;Medio;11
1012;1°;1º;Avanzado;1
1012;1°;1º;Básico;5
1012;1°;1º;Crítico;1
1012;1°;1º;Medio;19
1012;1°;2º;Avanzado;4
1012;1°;2º;Básico;5
1012;1°;2º;Crítico;1
1012;1°;2º;Medio;15
1012;1°;3º;Avanzado;7
1012;1°;3º;Crítico;4
1012;1°;3º;Medio;14
1012;1°;4º;Avanzado;12
1012;1°;4º;Básico;5
1012;1°;4º;Crítico;2
1012;1°;4º;Medio;5
1012;1°;5º;Avanzado;1
1012;1°;5º;Básico;6
1012;1°;5º;Crítico;5
1012;1°;5º;Medio;12
1012;2°;1º;Avanzado;2
1012;2°;1º;Básico;9
1012;2°;1º;Crítico;5
1012;2°;1º;Medio;9
1012;2°;2º;Avanzado;1
1012;2°;2º;Básico;7
1012;2°;2º;Crítico;6
1012;2°;2º;Medio;11
1012;2°;3º;Avanzado;4
1012;2°;3º;Básico;13
1012;2°;3º;Crítico;1
1012;2°;3º;Medio;7
1012;2°;4º;Avanzado;5
1012;2°;4º;Básico;5
1012;2°;4º;Crítico;2
1012;2°;4º;Medio;12
1012;2°;5°;Avanzado;2
1012;2°;5°;Básico;7
1012;2°;5°;Crítico;5
1012;2°;5°;Medio;7
1012;3°;1º;Básico;8
1012;3°;1º;Crítico;19
1012;3°;2º;Avanzado;2
1012;3°;2º;Básico;10
1012;3°;2º;Crítico;5
1012;3°;2º;Medio;11
1012;3°;3º;Avanzado;5
1012;3°;3º;Básico;4
1012;3°;3º;Crítico;13
1012;3°;3º;Medio;6
1012;3°;4º;Avanzado;1
1012;3°;4º;Básico;4
1012;3°;4º;Crítico;3
1012;3°;4º;Medio;14
1012;4°;1º;Avanzado;8
1012;4°;1º;Básico;5
1012;4°;1º;Crítico;8
1012;4°;1º;Medio;7
1012;4°;2º;Avanzado;2
1012;4°;2º;Básico;10
1012;4°;2º;Crítico;11
1012;4°;2º;Medio;8
1012;4°;3º;Avanzado;1
1012;4°;3º;Básico;7
1012;4°;3º;Crítico;4
1012;4°;3º;Medio;12
1012;5°;1º;Básico;9
1012;5°;1º;Crítico;9
1012;5°;1º;Medio;7
1012;5°;2º;Avanzado;2
1012;5°;2º;Básico;12
1012;5°;2º;Crítico;4
1012;5°;2º;Medio;8
1012;5°;3°;Avanzado;1
1012;5°;3°;Básico;7
1012;5°;3°;Crítico;4
1012;5°;3°;Medio;8
1015;1°;1ra;Avanzado;5
1015;1°;1ra;Básico;3
1015;1°;1ra;Crítico;6
1015;1°;1ra;Medio;7
1015;1°;2da;Avanzado;7
1015;1°;2da;Crítico;4
1015;1°;2da;Medio;12
1015;1°;3ra;Avanzado;2
1015;1°;3ra;Básico;3
1015;1°;3ra;Crítico;3
1015;1°;3ra;Medio;14
1015;1°;4ta;Avanzado;3
1015;1°;4ta;Básico;7
1015;1°;4ta;Crítico;4
1015;1°;4ta;Medio;5
1015;2°;1ra;Básico;7
1015;2°;1ra;Crítico;9
1015;2°;1ra;Medio;14
1015;2°;2da;Avanzado;2
1015;2°;2da;Básico;8
1015;2°;2da;Crítico;12
1015;2°;2da;Medio;9
1015;2°;3ra;Avanzado;5
1015;2°;3ra;Básico;5
1015;2°;3ra;Crítico;10
1015;2°;3ra;Medio;9
1015;3°;1ra;Avanzado;2
1015;3°;1ra;Básico;7
1015;3°;1ra;Crítico;3
1015;3°;1ra;Medio;8
1015;3°;2da;Básico;4
1015;3°;2da;Crítico;12
1015;3°;2da;Medio;4
1015;3°;3ra;Avanzado;2
1015;3°;3ra;Básico;6
1015;3°;3ra;Crítico;8
1015;3°;3ra;Medio;4
1015;4°;1ra;Básico;7
1015;4°;1ra;Crítico;11
1015;4°;1ra;Medio;8
1015;4°;2da;Avanzado;1
1015;4°;2da;Básico;7
1015;4°;2da;Crítico;10
1015;4°;2da;Medio;9
1015;5°;1ra;Básico;2
1015;5°;1ra;Crítico;8
1015;5°;1ra;Medio;4
1015;5°;2º;Básico;3
1015;5°;2º;Crítico;7
1015;5°;2º;Medio;4
1022;2°;1ª;Avanzado;2
1022;2°;1ª;Básico;2
1022;2°;1ª;Crítico;6
1022;2°;1ª;Medio;2
1022;2°;2ª;Avanzado;2
1022;2°;2ª;Básico;8
1022;2°;2ª;Crítico;5
1022;2°;2ª;Medio;3
1022;2°;3ª;Avanzado;2
1022;2°;3ª;Básico;2
1022;2°;3ª;Crítico;7
1022;2°;3ª;Medio;5
1022;2°;4ª;Avanzado;2
1022;2°;4ª;Básico;4
1022;2°;4ª;Crítico;3
1022;2°;4ª;Medio;4
1022;3°;1ª;Avanzado;2
1022;3°;1ª;Básico;1
1022;3°;1ª;Crítico;8
1022;3°;1ª;Medio;4
1022;3°;2ª;Avanzado;5
1022;3°;2ª;Básico;2
1022;3°;2ª;Crítico;1
1022;3°;2ª;Medio;8
1022;3°;3ª;Básico;4
1022;3°;3ª;Crítico;6
1022;3°;3ª;Medio;2
1022;3°;4ª;Avanzado;1
1022;3°;4ª;Básico;4
1022;3°;4ª;Crítico;9
1022;3°;4ª;Medio;2
1022;4°;1ª;Avanzado;1
1022;4°;1ª;Básico;6
1022;4°;1ª;Crítico;11
1022;4°;1ª;Medio;6
1022;4°;2ª;Avanzado;2
1022;4°;2ª;Básico;9
1022;4°;2ª;Crítico;2
1022;4°;2ª;Medio;9
1022;4°;3ª;Básico;7
1022;4°;3ª;Crítico;9
1022;4°;3ª;Medio;5
1022;5°;1ª;Crítico;7
1022;5°;1ª;Medio;1
1022;5°;2ª;Básico;5
1022;5°;2ª;Crítico;7
1022;5°;2ª;Medio;8
1022;5°;3ª;Avanzado;1
1022;5°;3ª;Básico;5
1022;5°;3ª;Crítico;6
1022;5°;3ª;Medio;4
1022;6°;1ª;Avanzado;1
1022;6°;1ª;Básico;5
1022;6°;1ª;Crítico;7
1022;6°;1ª;Medio;4
1022;6°;2ª;Básico;1
1022;6°;2ª;Crítico;4
1022;6°;2ª;Medio;3
1022;6°;3ª;Básico;8
1022;6°;3ª;Crítico;2
1022;6°;3ª;Medio;3
1023;1°;Cuarta;Avanzado;5
1023;1°;Cuarta;Básico;6
1023;1°;Cuarta;Crítico;5
1023;1°;Cuarta;Medio;11
1023;1°;Octava;Avanzado;1
1023;1°;Octava;Básico;6
1023;1°;Octava;Crítico;9
1023;1°;Octava;Medio;13
1023;1°;Primera;Avanzado;4
1023;1°;Primera;Básico;12
1023;1°;Primera;Crítico;2
1023;1°;Primera;Medio;13
1023;1°;Quinta;Avanzado;1
1023;1°;Quinta;Básico;7
1023;1°;Quinta;Crítico;9
1023;1°;Quinta;Medio;13
1023;1°;Segunda;Avanzado;3
1023;1°;Segunda;Básico;6
1023;1°;Segunda;Crítico;6
1023;1°;Segunda;Medio;11
1023;1°;Septima;Avanzado;3
1023;1°;Septima;Básico;6
1023;1°;Septima;Crítico;3
1023;1°;Septima;Medio;15
1023;1°;Sexta;Avanzado;1
1023;1°;Sexta;Básico;10
1023;1°;Sexta;Crítico;5
1023;1°;Sexta;Medio;12
1023;1°;Tercera;Avanzado;4
1023;1°;Tercera;Básico;6
1023;1°;Tercera;Crítico;5
1023;1°;Tercera;Medio;16
1023;2°;Cuarta;Avanzado;3
1023;2°;Cuarta;Básico;8
1023;2°;Cuarta;Crítico;4
1023;2°;Cuarta;Medio;16
1023;2°;Primera;Avanzado;6
1023;2°;Primera;Básico;9
1023;2°;Primera;Crítico;3
1023;2°;Primera;Medio;13
1023;2°;Quinta;Avanzado;4
1023;2°;Quinta;Básico;10
1023;2°;Quinta;Crítico;7
1023;2°;Quinta;Medio;11
1023;2°;Segunda;Básico;12
1023;2°;Segunda;Crítico;7
1023;2°;Segunda;Medio;9
1023;2°;Sexta;Avanzado;5
1023;2°;Sexta;Básico;9
1023;2°;Sexta;Crítico;7
1023;2°;Sexta;Medio;10
1023;2°;Séptima;Básico;9
1023;2°;Séptima;Crítico;13
1023;2°;Séptima;Medio;9
1023;2°;Tercera;Avanzado;9
1023;2°;Tercera;Básico;2
1023;2°;Tercera;Crítico;4
1023;2°;Tercera;Medio;10
1023;3°;Cuarta;Crítico;32
1023;3°;Primera;Crítico;32
1023;3°;Quinta;Avanzado;1
1023;3°;Quinta;Básico;4
1023;3°;Quinta;Crítico;22
1023;3°;Quinta;Medio;3
1023;3°;Segunda;Crítico;30
1023;3°;Sexta;Avanzado;7
1023;3°;Sexta;Básico;7
1023;3°;Sexta;Crítico;11
1023;3°;Sexta;Medio;9
1023;3°;Séptima;Avanzado;2
1023;3°;Séptima;Básico;8
1023;3°;Séptima;Crítico;19
1023;3°;Séptima;Medio;6
1023;3°;Tercera;Crítico;33
1023;4°;Cuarta;Crítico;24
1023;4°;Primera;Crítico;28
1023;4°;Quinta;Básico;8
1023;4°;Quinta;Crítico;7
1023;4°;Quinta;Medio;11
1023;4°;SEXTA;Avanzado;4
1023;4°;SEXTA;Básico;4
1023;4°;SEXTA;Crítico;7
1023;4°;SEXTA;Medio;10
1023;4°;Segunda;Avanzado;2
1023;4°;Segunda;Básico;11
1023;4°;Segunda;Crítico;10
1023;4°;Segunda;Medio;10
1023;4°;Tercera;Crítico;28
1023;5°;CUARTA;Avanzado;2
1023;5°;CUARTA;Básico;7
1023;5°;CUARTA;Crítico;8
1023;5°;CUARTA;Medio;11
1023;5°;Primera;Crítico;27
1023;5°;QUINTA;Avanzado;1
1023;5°;QUINTA;Básico;5
1023;5°;QUINTA;Crítico;13
1023;5°;QUINTA;Medio;5
1023;5°;Segunda;Avanzado;6
1023;5°;Segunda;Básico;15
1023;5°;Segunda;Crítico;5
1023;5°;Segunda;Medio;14
1023;5°;Tercera;Avanzado;2
1023;5°;Tercera;Básico;7
1023;5°;Tercera;Crítico;10
1023;5°;Tercera;Medio;5
1023;6°;Primera;Crítico;32
1023;6°;Segunda;Crítico;32
1023;6°;TERCERA;Crítico;27
1023;6°;TERCERA;Medio;1
1024;1°;1ª;Avanzado;1
1024;1°;1ª;Básico;5
1024;1°;1ª;Crítico;15
1024;1°;1ª;Medio;6
1024;1°;2ª;Avanzado;4
1024;1°;2ª;Básico;6
1024;1°;2ª;Crítico;7
1024;1°;2ª;Medio;6
1024;1°;3ª;Básico;5
1024;1°;3ª;Crítico;12
1024;1°;3ª;Medio;7
1024;1°;4ª;Crítico;22
1024;1°;4ª;Medio;2
1024;2°;1ª;Avanzado;1
1024;2°;1ª;Básico;2
1024;2°;1ª;Crítico;7
1024;2°;1ª;Medio;5
1024;2°;2ª;Crítico;24
1024;2°;3ª;Avanzado;3
1024;2°;3ª;Básico;4
1024;2°;3ª;Crítico;9
1024;2°;3ª;Medio;5
1024;2°;4ª;Crítico;16
1024;3°;1ª;Crítico;22
1024;3°;2ª;Crítico;22
1024;3°;3ª;Crítico;19
1026;1°;1°;Avanzado;1
1026;1°;1°;Básico;11
1026;1°;1°;Crítico;1
1026;1°;1°;Medio;13
1026;1°;2°;Básico;13
1026;1°;2°;Crítico;6
1026;1°;2°;Medio;15
1026;1°;3°;Básico;7
1026;1°;3°;Crítico;11
1026;1°;3°;Medio;14
1026;1°;4°;Avanzado;4
1026;1°;4°;Básico;3
1026;1°;4°;Medio;17
1026;2°;1°;Avanzado;3
1026;2°;1°;Básico;16
1026;2°;1°;Crítico;10
1026;2°;1°;Medio;6
1026;2°;2°;Avanzado;1
1026;2°;2°;Básico;8
1026;2°;2°;Crítico;10
1026;2°;2°;Medio;6
1026;2°;3°;Básico;9
1026;2°;3°;Crítico;1
1026;2°;3°;Medio;24
1026;2°;4°;Avanzado;1
1026;2°;4°;Básico;9
1026;2°;4°;Crítico;16
1026;2°;4°;Medio;7
1026;3°;1°;Básico;15
1026;3°;1°;Crítico;16
1026;3°;1°;Medio;12
1026;3°;2°;Básico;2
1026;3°;2°;Crítico;25
1026;3°;3°;Avanzado;2
1026;3°;3°;Básico;14
1026;3°;3°;Crítico;17
1026;3°;3°;Medio;11
1026;4°;1°;Básico;28
1026;4°;1°;Crítico;1
1026;4°;2°;Básico;5
1026;4°;2°;Crítico;8
1026;4°;2°;Medio;5
1026;4°;3°;Básico;15
1026;4°;3°;Crítico;5
1026;4°;3°;Medio;5
1026;5°;1°;Básico;20
1026;5°;1°;Crítico;24
1026;5°;1°;Medio;3
1026;5°;2°;Básico;18
1026;5°;2°;Crítico;15
1026;5°;2°;Medio;1
1026;6°;1°;Básico;9
1026;6°;1°;Crítico;19
1026;6°;1°;Medio;7
1026;6°;2°;Básico;17
1026;6°;2°;Crítico;18
1026;6°;2°;Medio;7
1027;1°;1;Básico;3
1027;1°;1;Crítico;6
1027;1°;1;Medio;7
1027;1°;2;Avanzado;3
1027;1°;2;Básico;4
1027;1°;2;Crítico;3
1027;1°;2;Medio;7
1027;1°;3;Básico;9
1027;1°;3;Crítico;4
1027;1°;3;Medio;6
1027;1°;4;Avanzado;1
1027;1°;4;Básico;5
1027;1°;4;Crítico;3
1027;1°;4;Medio;8
1027;2°;1;Básico;8
1027;2°;1;Crítico;7
1027;2°;1;Medio;5
1027;2°;2;Básico;10
1027;2°;2;Crítico;7
1027;2°;2;Medio;5
1027;2°;3;Avanzado;2
1027;2°;3;Básico;10
1027;2°;3;Crítico;6
1027;2°;3;Medio;6
1027;3°;1;Básico;10
1027;3°;1;Crítico;15
1027;3°;1;Medio;2
1027;3°;2;Avanzado;1
1027;3°;2;Básico;8
1027;3°;2;Crítico;12
1027;3°;2;Medio;6
1027;4°;1;Básico;6
1027;4°;1;Crítico;4
1027;4°;1;Medio;5
1027;4°;2;Básico;5
1027;4°;2;Crítico;6
1027;4°;2;Medio;3
1027;5°;2;Avanzado;1
1027;5°;2;Básico;6
1027;5°;2;Crítico;14
1027;5°;2;Medio;2
1027;5°;U;Básico;10
1027;5°;U;Crítico;8
1027;5°;U;Medio;5
1027;6°;U;Avanzado;4
1027;6°;U;Básico;12
1027;6°;U;Crítico;3
1027;6°;U;Medio;4
1034;1°;1º;Básico;1
1034;1°;1º;Crítico;1
1034;1°;1º;Medio;23
1034;1°;2º;Avanzado;4
1034;1°;2º;Básico;4
1034;1°;2º;Crítico;3
1034;1°;2º;Medio;16
1034;1°;3º;Avanzado;1
1034;1°;3º;Básico;5
1034;1°;3º;Crítico;1
1034;1°;3º;Medio;18
1034;1°;4º;Avanzado;1
1034;1°;4º;Básico;5
1034;1°;4º;Crítico;3
1034;1°;4º;Medio;15
1034;2°;1º;Avanzado;1
1034;2°;1º;Básico;12
1034;2°;1º;Crítico;6
1034;2°;1º;Medio;11
1034;2°;2º;Avanzado;7
1034;2°;2º;Básico;10
1034;2°;2º;Crítico;3
1034;2°;2º;Medio;11
1034;2°;3º;Avanzado;3
1034;2°;3º;Básico;6
1034;2°;3º;Crítico;5
1034;2°;3º;Medio;16
1034;2°;4º;Avanzado;3
1034;2°;4º;Básico;10
1034;2°;4º;Crítico;2
1034;2°;4º;Medio;11
1034;3°;1º;Avanzado;9
1034;3°;1º;Básico;3
1034;3°;1º;Crítico;4
1034;3°;1º;Medio;12
1034;3°;2º;Avanzado;3
1034;3°;2º;Básico;10
1034;3°;2º;Crítico;11
1034;3°;2º;Medio;9
1034;3°;3º;Básico;3
1034;3°;3º;Crítico;19
1034;3°;3º;Medio;9
1034;4°;2º;Básico;14
1034;4°;2º;Crítico;12
1034;4°;2º;Medio;12
1034;4°;3º;Avanzado;2
1034;4°;3º;Básico;15
1034;4°;3º;Crítico;10
1034;4°;3º;Medio;12
1034;5°;2º;Básico;12
1034;5°;2º;Crítico;3
1034;5°;2º;Medio;9
1034;5°;3º;Avanzado;2
1034;5°;3º;Básico;9
1034;5°;3º;Crítico;4
1034;5°;3º;Medio;13
1034;6°;1º;Básico;9
1034;6°;1º;Crítico;7
1034;6°;1º;Medio;11
1034;6°;2°;Avanzado;2
1034;6°;2°;Básico;9
1034;6°;2°;Crítico;9
1034;6°;2°;Medio;5
1037;1°;1ra;Avanzado;1
1037;1°;1ra;Básico;9
1037;1°;1ra;Crítico;4
1037;1°;1ra;Medio;16
1037;1°;2da;Avanzado;1
1037;1°;2da;Básico;9
1037;1°;2da;Crítico;4
1037;1°;2da;Medio;16
1037;1°;3ra;Avanzado;3
1037;1°;3ra;Básico;8
1037;1°;3ra;Crítico;4
1037;1°;3ra;Medio;15
1037;2°;1ra;Básico;11
1037;2°;1ra;Crítico;5
1037;2°;1ra;Medio;10
1037;2°;2da;Avanzado;3
1037;2°;2da;Básico;15
1037;2°;2da;Crítico;6
1037;2°;2da;Medio;6
1037;2°;3ra;Avanzado;6
1037;2°;3ra;Básico;7
1037;2°;3ra;Crítico;8
1037;2°;3ra;Medio;10
1037;3°;1ra;Básico;8
1037;3°;1ra;Crítico;15
1037;3°;1ra;Medio;9
1037;3°;2da;Avanzado;1
1037;3°;2da;Básico;13
1037;3°;2da;Crítico;11
1037;3°;2da;Medio;8
1037;3°;3ra;Avanzado;1
1037;3°;3ra;Básico;13
1037;3°;3ra;Crítico;7
1037;3°;3ra;Medio;3
1037;4°;1ra;Avanzado;2
1037;4°;1ra;Básico;9
1037;4°;1ra;Crítico;10
1037;4°;1ra;Medio;7
1037;4°;2da;Básico;9
1037;4°;2da;Crítico;12
1037;4°;2da;Medio;7
1037;4°;3ra;Avanzado;1
1037;4°;3ra;Básico;13
1037;4°;3ra;Crítico;6
1037;4°;3ra;Medio;7
1037;5°;1ra;Avanzado;1
1037;5°;1ra;Básico;10
1037;5°;1ra;Crítico;13
1037;5°;2da;Avanzado;1
1037;5°;2da;Básico;6
1037;5°;2da;Crítico;9
1037;5°;2da;Medio;5
1037;5°;3ra;Básico;10
1037;5°;3ra;Crítico;9
1037;5°;3ra;Medio;4
1038;1°;1º;Avanzado;2
1038;1°;1º;Básico;8
1038;1°;1º;Crítico;4
1038;1°;1º;Medio;14
1038;1°;2º;Avanzado;1
1038;1°;2º;Básico;8
1038;1°;2º;Crítico;7
1038;1°;2º;Medio;15
1038;1°;3;Avanzado;1
1038;1°;3;Básico;6
1038;1°;3;Crítico;6
1038;1°;3;Medio;17
1038;2°;1º;Avanzado;3
1038;2°;1º;Básico;3
1038;2°;1º;Crítico;11
1038;2°;1º;Medio;8
1038;2°;2º;Avanzado;3
1038;2°;2º;Básico;7
1038;2°;2º;Crítico;7
1038;2°;2º;Medio;9
1038;2°;3º;Avanzado;2
1038;2°;3º;Básico;12
1038;2°;3º;Crítico;3
1038;2°;3º;Medio;11
1038;3°;1º;Avanzado;4
1038;3°;1º;Básico;10
1038;3°;1º;Crítico;9
1038;3°;1º;Medio;5
1038;3°;2º;Avanzado;2
1038;3°;2º;Básico;5
1038;3°;2º;Crítico;16
1038;3°;2º;Medio;6
1038;3°;3º;Avanzado;1
1038;3°;3º;Básico;7
1038;3°;3º;Crítico;10
1038;3°;3º;Medio;5
1038;4°;1º;Avanzado;1
1038;4°;1º;Básico;5
1038;4°;1º;Crítico;5
1038;4°;1º;Medio;8
1038;4°;2º;Avanzado;2
1038;4°;2º;Básico;8
1038;4°;2º;Crítico;5
1038;4°;2º;Medio;7
1038;4°;3;Avanzado;1
1038;4°;3;Básico;12
1038;4°;3;Crítico;2
1038;4°;3;Medio;7
1038;5°;1º;Básico;8
1038;5°;1º;Crítico;8
1038;5°;1º;Medio;3
1038;5°;2º;Básico;18
1038;5°;2º;Crítico;10
1038;5°;2º;Medio;8
1043;1°;1;Avanzado;5
1043;1°;1;Básico;3
1043;1°;1;Medio;20
1043;1°;2;Avanzado;8
1043;1°;2;Básico;2
1043;1°;2;Crítico;3
1043;1°;2;Medio;14
1043;1°;3;Avanzado;3
1043;1°;3;Básico;6
1043;1°;3;Crítico;2
1043;1°;3;Medio;18
1043;1°;4;Avanzado;4
1043;1°;4;Básico;6
1043;1°;4;Medio;18
1043;1°;5°;Avanzado;2
1043;1°;5°;Básico;5
1043;1°;5°;Crítico;2
1043;1°;5°;Medio;18
1043;2°;1;Avanzado;7
1043;2°;1;Básico;7
1043;2°;1;Crítico;3
1043;2°;1;Medio;14
1043;2°;2;Avanzado;2
1043;2°;2;Básico;5
1043;2°;2;Crítico;4
1043;2°;2;Medio;20
1043;2°;3;Avanzado;4
1043;2°;3;Básico;2
1043;2°;3;Crítico;3
1043;2°;3;Medio;20
1043;2°;4;Avanzado;10
1043;2°;4;Básico;4
1043;2°;4;Crítico;2
1043;2°;4;Medio;16
1043;3°;1;Básico;4
1043;3°;1;Crítico;3
1043;3°;1;Medio;10
1043;3°;2;Avanzado;6
1043;3°;2;Básico;6
1043;3°;2;Medio;17
1043;3°;3;Básico;15
1043;3°;3;Crítico;6
1043;3°;3;Medio;8
1043;3°;4;Avanzado;7
1043;3°;4;Básico;2
1043;3°;4;Crítico;2
1043;3°;4;Medio;19
1043;3°;5;Avanzado;1
1043;3°;5;Básico;4
1043;3°;5;Crítico;2
1043;3°;5;Medio;11
1043;4°;1;Avanzado;1
1043;4°;1;Básico;7
1043;4°;1;Crítico;3
1043;4°;1;Medio;11
1043;4°;2;Avanzado;5
1043;4°;2;Básico;5
1043;4°;2;Crítico;1
1043;4°;2;Medio;13
1043;4°;3;Avanzado;6
1043;4°;3;Básico;3
1043;4°;3;Crítico;2
1043;4°;3;Medio;17
1043;4°;4;Avanzado;4
1043;4°;4;Básico;5
1043;4°;4;Crítico;1
1043;4°;4;Medio;12
1043;4°;5;Avanzado;4
1043;4°;5;Básico;7
1043;4°;5;Crítico;1
1043;4°;5;Medio;11
1043;5°;1;Avanzado;5
1043;5°;1;Básico;9
1043;5°;1;Crítico;5
1043;5°;1;Medio;15
1043;5°;2;Avanzado;4
1043;5°;2;Básico;18
1043;5°;2;Crítico;2
1043;5°;2;Medio;5
1043;5°;3;Avanzado;1
1043;5°;3;Básico;10
1043;5°;3;Crítico;4
1043;5°;3;Medio;14
1043;5°;4;Avanzado;2
1043;5°;4;Básico;6
1043;5°;4;Crítico;3
1043;5°;4;Medio;22
1043;6°;1;Avanzado;6
1043;6°;1;Básico;2
1043;6°;1;Crítico;5
1043;6°;1;Medio;11
1050;1°;1;Avanzado;2
1050;1°;1;Básico;4
1050;1°;1;Crítico;1
1050;1°;1;Medio;23
1050;1°;2;Avanzado;6
1050;1°;2;Básico;8
1050;1°;2;Crítico;3
1050;1°;2;Medio;14
1050;1°;3;Básico;6
1050;1°;3;Crítico;8
1050;1°;3;Medio;17
1050;1°;4;Avanzado;8
1050;1°;4;Básico;5
1050;1°;4;Crítico;3
1050;1°;4;Medio;14
1050;1°;5;Avanzado;4
1050;1°;5;Básico;3
1050;1°;5;Crítico;4
1050;1°;5;Medio;21
1050;2°;1;Avanzado;8
1050;2°;1;Básico;12
1050;2°;1;Crítico;5
1050;2°;1;Medio;15
1050;2°;2;Avanzado;4
1050;2°;2;Básico;14
1050;2°;2;Crítico;5
1050;2°;2;Medio;16
1050;2°;3;Avanzado;5
1050;2°;3;Básico;15
1050;2°;3;Crítico;7
1050;2°;3;Medio;13
1050;2°;4;Avanzado;4
1050;2°;4;Básico;12
1050;2°;4;Crítico;7
1050;2°;4;Medio;16
1050;3°;1;Avanzado;7
1050;3°;1;Básico;7
1050;3°;1;Crítico;20
1050;3°;1;Medio;5
1050;3°;2;Avanzado;10
1050;3°;2;Básico;13
1050;3°;2;Crítico;8
1050;3°;2;Medio;9
1050;3°;3;Avanzado;13
1050;3°;3;Básico;10
1050;3°;3;Crítico;6
1050;3°;3;Medio;13
1050;4°;1;Avanzado;4
1050;4°;1;Básico;13
1050;4°;1;Crítico;3
1050;4°;1;Medio;15
1050;4°;2;Avanzado;8
1050;4°;2;Básico;4
1050;4°;2;Crítico;3
1050;4°;2;Medio;16
1050;4°;3°;Avanzado;5
1050;4°;3°;Básico;12
1050;4°;3°;Crítico;4
1050;4°;3°;Medio;9
1050;5°;1;Avanzado;1
1050;5°;1;Básico;11
1050;5°;1;Crítico;9
1050;5°;1;Medio;7
1050;5°;2;Básico;8
1050;5°;2;Crítico;17
1050;5°;2;Medio;5
1050;6°;1;Avanzado;2
1050;6°;1;Básico;7
1050;6°;1;Crítico;9
1050;6°;1;Medio;8
1050;6°;2;Avanzado;12
1050;6°;2;Básico;3
1050;6°;2;Medio;10
1052;1°;1ª;Avanzado;1
1052;1°;1ª;Básico;10
1052;1°;1ª;Crítico;4
1052;1°;1ª;Medio;16
1052;1°;2ª;Avanzado;4
1052;1°;2ª;Básico;5
1052;1°;2ª;Crítico;5
1052;1°;2ª;Medio;18
1052;1°;3ª;Avanzado;1
1052;1°;3ª;Básico;10
1052;1°;3ª;Crítico;3
1052;1°;3ª;Medio;18
1052;1°;4ª;Avanzado;1
1052;1°;4ª;Básico;12
1052;1°;4ª;Crítico;5
1052;1°;4ª;Medio;14
1052;1°;5ª;Avanzado;1
1052;1°;5ª;Básico;15
1052;1°;5ª;Crítico;3
1052;1°;5ª;Medio;12
1052;2°;1ª;Avanzado;3
1052;2°;1ª;Básico;10
1052;2°;1ª;Crítico;8
1052;2°;1ª;Medio;12
1052;2°;2ª;Avanzado;1
1052;2°;2ª;Básico;9
1052;2°;2ª;Crítico;7
1052;2°;2ª;Medio;13
1052;2°;3ª;Básico;15
1052;2°;3ª;Crítico;11
1052;2°;3ª;Medio;7
1052;2°;4ª;Avanzado;2
1052;2°;4ª;Básico;7
1052;2°;4ª;Crítico;9
1052;2°;4ª;Medio;14
1052;2°;5ª;Avanzado;5
1052;2°;5ª;Básico;12
1052;2°;5ª;Crítico;8
1052;2°;5ª;Medio;8
1052;3°;1ª;Avanzado;1
1052;3°;1ª;Básico;10
1052;3°;1ª;Crítico;14
1052;3°;1ª;Medio;5
1052;3°;2ª;Avanzado;4
1052;3°;2ª;Básico;7
1052;3°;2ª;Crítico;8
1052;3°;2ª;Medio;7
1052;3°;3ª;Avanzado;1
1052;3°;3ª;Básico;7
1052;3°;3ª;Crítico;4
1052;3°;3ª;Medio;14
1052;3°;4ª;Básico;9
1052;3°;4ª;Crítico;15
1052;3°;4ª;Medio;7
1052;3°;5ª;Básico;10
1052;3°;5ª;Crítico;4
1052;3°;5ª;Medio;13
1052;3°;6ª;Avanzado;1
1052;3°;6ª;Básico;3
1052;3°;6ª;Crítico;9
1052;3°;6ª;Medio;5
1052;4°;1ª;Básico;14
1052;4°;1ª;Crítico;11
1052;4°;1ª;Medio;3
1052;4°;2ª;Básico;13
1052;4°;2ª;Crítico;13
1052;4°;2ª;Medio;1
1052;4°;3ª;Avanzado;2
1052;4°;3ª;Básico;11
1052;4°;3ª;Crítico;6
1052;4°;3ª;Medio;14
1052;4°;4ª;Avanzado;1
1052;4°;4ª;Básico;10
1052;4°;4ª;Crítico;7
1052;4°;4ª;Medio;12
1052;4°;5ª;Avanzado;1
1052;4°;5ª;Básico;8
1052;4°;5ª;Crítico;5
1052;5°;1ª;Básico;14
