Escuela_ID;CURSO_NORMALIZADO;División;DESEMPEÑO;Alumno_ID
1121;2°;2ª;Básico;5
1121;2°;2ª;Crítico;12
1121;2°;2ª;Medio;1
1121;2°;3ª;Avanzado;6
1121;2°;3ª;Básico;9
1121;2°;3ª;Crítico;4
1121;2°;3ª;Medio;5
1121;2°;4ª;Avanzado;1
1121;2°;4ª;Básico;7
1121;2°;4ª;Crítico;8
1121;2°;4ª;Medio;2
1121;2°;5ª;Básico;12
1121;2°;5ª;Crítico;8
1121;2°;5ª;Medio;1
1121;3°;1ª;Básico;6
1121;3°;1ª;Crítico;10
1121;3°;1ª;Medio;11
1121;3°;2ª;Avanzado;1
1121;3°;2ª;Básico;4
1121;3°;2ª;Crítico;15
1121;3°;2ª;Medio;8
1121;3°;3ª;Avanzado;2
1121;3°;3ª;Básico;8
1121;3°;3ª;Crítico;15
1121;3°;3ª;Medio;2
1121;3°;4ª;Avanzado;5
1121;3°;4ª;Básico;5
1121;3°;4ª;Crítico;13
1121;3°;4ª;Medio;5
1121;4°;1ª;Avanzado;4
1121;4°;1ª;Básico;9
1121;4°;1ª;Crítico;9
1121;4°;1ª;Medio;7
1121;4°;2ª;Avanzado;4
1121;4°;2ª;Básico;10
1121;4°;2ª;Crítico;7
1121;4°;2ª;Medio;7
1121;4°;3ª;Avanzado;5
1121;4°;3ª;Básico;6
1121;4°;3ª;Crítico;11
1121;4°;3ª;Medio;7
1121;5°;1°;Avanzado;8
1121;5°;1°;Crítico;10
1121;5°;1°;Medio;17
1121;5°;2ª;Avanzado;4
1121;5°;2ª;Básico;10
1121;5°;2ª;Crítico;8
1121;5°;2ª;Medio;10
1121;5°;3°;Avanzado;4
1121;5°;3°;Básico;4
1121;5°;3°;Crítico;10
1121;5°;3°;Medio;9
1125;1°;1°;Avanzado;1
1125;1°;1°;Básico;8
1125;1°;1°;Crítico;6
1125;1°;1°;Medio;15
1125;1°;2°;Básico;9
1125;1°;2°;Crítico;5
1125;1°;2°;Medio;14
1125;1°;3°;Avanzado;2
1125;1°;3°;Básico;9
1125;1°;3°;Crítico;3
1125;1°;3°;Medio;14
1125;2°;1°;Básico;3
1125;2°;1°;Crítico;14
1125;2°;1°;Medio;10
1125;2°;2°;Crítico;31
1125;2°;3°;Crítico;26
1125;3°;1°;Avanzado;1
1125;3°;1°;Básico;8
1125;3°;1°;Crítico;19
1125;3°;1°;Medio;6
1125;3°;2°;Básico;8
1125;3°;2°;Crítico;17
1125;3°;2°;Medio;9
1125;4°;1°;Crítico;36
1125;4°;2°;Avanzado;2
1125;4°;2°;Básico;10
1125;4°;2°;Crítico;10
1125;4°;2°;Medio;13
1125;5°;1°;Crítico;29
1125;5°;2°;Crítico;28
1133;1°;1º;Avanzado;1
1133;1°;1º;Básico;8
1133;1°;1º;Crítico;10
1133;1°;1º;Medio;9
1133;1°;2°;Avanzado;4
1133;1°;2°;Básico;7
1133;1°;2°;Crítico;7
1133;1°;2°;Medio;9
1133;1°;3;Avanzado;3
1133;1°;3;Básico;9
1133;1°;3;Crítico;2
1133;1°;3;Medio;13
1133;1°;4°;Avanzado;1
1133;1°;4°;Básico;11
1133;1°;4°;Crítico;4
1133;1°;4°;Medio;7
1133;1°;5º;Básico;8
1133;1°;5º;Crítico;8
1133;1°;5º;Medio;10
1133;2°;1º;Avanzado;3
1133;2°;1º;Básico;11
1133;2°;1º;Crítico;13
1133;2°;1º;Medio;6
1133;2°;2°;Avanzado;1
1133;2°;2°;Básico;12
1133;2°;2°;Crítico;10
1133;2°;2°;Medio;8
1133;2°;3º;Avanzado;1
1133;2°;3º;Básico;11
1133;2°;3º;Crítico;12
1133;2°;3º;Medio;8
1133;2°;4°;Avanzado;5
1133;2°;4°;Básico;14
1133;2°;4°;Crítico;3
1133;2°;4°;Medio;7
1133;3°;1º;Avanzado;1
1133;3°;1º;Básico;3
1133;3°;1º;Crítico;20
1133;3°;1º;Medio;9
1133;3°;2º;Avanzado;1
1133;3°;2º;Básico;13
1133;3°;2º;Crítico;11
1133;3°;2º;Medio;7
1133;3°;3º;Avanzado;1
1133;3°;3º;Básico;11
1133;3°;3º;Crítico;20
1133;3°;3º;Medio;2
1133;3°;4°;Avanzado;7
1133;3°;4°;Básico;9
1133;3°;4°;Crítico;5
1133;3°;4°;Medio;8
1133;4°;1º;Básico;15
1133;4°;1º;Crítico;8
1133;4°;1º;Medio;7
1133;4°;2º;Avanzado;1
1133;4°;2º;Básico;9
1133;4°;2º;Crítico;6
1133;4°;2º;Medio;4
1133;4°;3°;Avanzado;1
1133;4°;3°;Básico;10
1133;4°;3°;Crítico;14
1133;4°;3°;Medio;5
1133;4°;4°;Avanzado;1
1133;4°;4°;Básico;6
1133;4°;4°;Crítico;8
1133;4°;4°;Medio;4
1133;5°;1º;Básico;10
1133;5°;1º;Crítico;11
1133;5°;1º;Medio;3
1133;5°;2º;Básico;7
1133;5°;2º;Crítico;10
1133;5°;2º;Medio;1
1133;5°;3°;Avanzado;2
1133;5°;3°;Básico;10
1133;5°;3°;Crítico;6
1133;5°;3°;Medio;4
1133;6°;1º;Avanzado;5
1133;6°;1º;Básico;8
1133;6°;1º;Crítico;7
1133;6°;1º;Medio;10
1134;1°;1;Básico;6
1134;1°;1;Crítico;3
1134;1°;1;Medio;8
1134;1°;2;Básico;3
1134;1°;2;Medio;12
1134;1°;3;Avanzado;2
1134;1°;3;Básico;3
1134;1°;3;Crítico;4
1134;1°;3;Medio;4
1134;2°;1;Avanzado;2
1134;2°;1;Básico;16
1134;2°;1;Crítico;7
1134;2°;1;Medio;4
1134;2°;2;Básico;14
1134;2°;2;Crítico;14
1134;2°;2;Medio;6
1134;3°;1;Avanzado;1
1134;3°;1;Básico;6
1134;3°;1;Crítico;7
1134;3°;1;Medio;9
1134;3°;2;Avanzado;6
1134;3°;2;Básico;9
1134;3°;2;Crítico;11
1134;3°;2;Medio;2
1134;4°;1;Básico;9
1134;4°;1;Crítico;13
1134;4°;1;Medio;3
1134;4°;2;Básico;6
1134;4°;2;Crítico;6
1134;4°;2;Medio;7
1134;5°;1;Básico;10
1134;5°;1;Crítico;9
1134;5°;1;Medio;7
1134;5°;2;Básico;7
1134;5°;2;Crítico;9
1134;5°;2;Medio;4
1140;1°;1°;Avanzado;1
1140;1°;1°;Básico;12
1140;1°;1°;Crítico;13
1140;1°;1°;Medio;5
1140;1°;2°;Básico;13
1140;1°;2°;Crítico;10
1140;1°;2°;Medio;7
1140;1°;3°;Básico;9
1140;1°;3°;Crítico;14
1140;1°;3°;Medio;4
1140;1°;4º;Básico;12
1140;1°;4º;Crítico;7
1140;1°;4º;Medio;11
1140;1°;5°;Avanzado;1
1140;1°;5°;Básico;12
1140;1°;5°;Crítico;13
1140;1°;5°;Medio;5
1140;2°;1°;Básico;10
1140;2°;1°;Crítico;21
1140;2°;1°;Medio;6
1140;2°;2°;Avanzado;1
1140;2°;2°;Básico;12
1140;2°;2°;Crítico;19
1140;2°;2°;Medio;6
1140;2°;3;Básico;8
1140;2°;3;Crítico;23
1140;2°;3;Medio;8
1140;2°;4°;Avanzado;3
1140;2°;4°;Básico;7
1140;2°;4°;Crítico;16
1140;2°;4°;Medio;4
1140;2°;5°;Básico;1
1140;2°;5°;Crítico;16
1140;2°;5°;Medio;2
1140;3°;1°;Básico;3
1140;3°;1°;Crítico;24
1140;3°;1°;Medio;2
1140;3°;2°;Básico;7
1140;3°;2°;Crítico;22
1140;3°;2°;Medio;2
1140;3°;3°;Avanzado;1
1140;3°;3°;Básico;11
1140;3°;3°;Crítico;16
1140;3°;3°;Medio;4
1140;3°;4°;Básico;9
1140;3°;4°;Crítico;22
1140;3°;4°;Medio;6
1140;4°;1°;Básico;7
1140;4°;1°;Crítico;13
1140;4°;1°;Medio;3
1140;4°;2°;Básico;10
1140;4°;2°;Crítico;12
1140;4°;3°;Básico;6
1140;4°;3°;Crítico;17
1140;4°;4°;Básico;5
1140;4°;4°;Crítico;13
1140;4°;4°;Medio;5
1140;5°;1°;Básico;10
1140;5°;1°;Crítico;13
1140;5°;1°;Medio;3
1140;5°;2°;Avanzado;2
1140;5°;2°;Básico;11
1140;5°;2°;Crítico;12
1140;5°;2°;Medio;3
1140;5°;3°;Avanzado;1
1140;5°;3°;Básico;7
1140;5°;3°;Crítico;16
1140;5°;3°;Medio;2
1140;5°;4;Básico;6
1140;5°;4;Crítico;14
1140;5°;4;Medio;2
1141;1°;1ª;Básico;3
1141;1°;1ª;Crítico;11
1141;1°;1ª;Medio;8
1141;1°;2°;Básico;4
1141;1°;2°;Crítico;8
1141;1°;2°;Medio;7
1141;1°;3ª;Básico;3
1141;1°;3ª;Crítico;8
1141;1°;3ª;Medio;10
1141;2°;1ª;Básico;8
1141;2°;1ª;Crítico;19
1141;2°;1ª;Medio;2
1141;2°;2°;Básico;8
1141;2°;2°;Crítico;15
1141;2°;2°;Medio;2
1141;3°;1ª;Básico;4
1141;3°;1ª;Crítico;21
1141;3°;1ª;Medio;2
1141;3°;2°;Avanzado;1
1141;3°;2°;Básico;5
1141;3°;2°;Crítico;20
1141;3°;2°;Medio;3
1141;3°;3;Avanzado;2
1141;3°;3;Básico;2
1141;3°;3;Crítico;21
1141;3°;3;Medio;3
1141;4°;1ª;Básico;7
1141;4°;1ª;Crítico;8
1141;4°;1ª;Medio;4
1141;4°;2°;Avanzado;1
1141;4°;2°;Básico;3
1141;4°;2°;Crítico;14
1141;4°;2°;Medio;2
1141;4°;3ª;Básico;2
1141;4°;3ª;Crítico;11
1141;4°;3ª;Medio;4
1141;5°;1ª;Básico;5
1141;5°;1ª;Crítico;14
1141;5°;1ª;Medio;2
1141;5°;2°;Básico;4
1141;5°;2°;Crítico;9
1141;5°;2°;Medio;4
1142;1°;1°;Avanzado;5
1142;1°;1°;Básico;2
1142;1°;1°;Crítico;6
1142;1°;1°;Medio;6
1142;1°;2°;Avanzado;2
1142;1°;2°;Básico;2
1142;1°;2°;Crítico;7
1142;1°;2°;Medio;10
1142;1°;3°;Avanzado;1
1142;1°;3°;Básico;4
1142;1°;3°;Crítico;2
1142;1°;3°;Medio;5
1142;2°;1°;Avanzado;5
1142;2°;1°;Básico;5
1142;2°;1°;Crítico;5
1142;2°;1°;Medio;10
1142;2°;2°;Avanzado;3
1142;2°;2°;Básico;4
1142;2°;2°;Crítico;6
1142;2°;2°;Medio;10
1142;2°;3°;Avanzado;1
1142;2°;3°;Básico;7
1142;2°;3°;Crítico;5
1142;2°;3°;Medio;5
1142;3°;1°;Básico;4
1142;3°;1°;Crítico;9
1142;3°;1°;Medio;4
1142;3°;2°;Avanzado;2
1142;3°;2°;Crítico;16
1142;3°;3°;Avanzado;1
1142;3°;3°;Básico;10
1142;3°;3°;Crítico;13
1142;3°;3°;Medio;7
1142;4°;1°;Avanzado;1
1142;4°;1°;Básico;7
1142;4°;1°;Crítico;17
1142;4°;1°;Medio;4
1142;4°;2°;Avanzado;4
1142;4°;2°;Básico;7
1142;4°;2°;Crítico;13
1142;4°;2°;Medio;11
1142;5°;1°;Avanzado;2
1142;5°;1°;Básico;7
1142;5°;1°;Crítico;16
1142;5°;1°;Medio;6
1142;5°;2°;Avanzado;1
1142;5°;2°;Básico;8
1142;5°;2°;Crítico;13
1142;5°;2°;Medio;11
1143;1°;1ª;Avanzado;8
1143;1°;1ª;Básico;1
1143;1°;1ª;Crítico;1
1143;1°;1ª;Medio;13
1143;1°;2º;Avanzado;25
1143;1°;2º;Crítico;2
1143;1°;2º;Medio;5
1143;1°;3º;Avanzado;23
1143;1°;3º;Crítico;2
1143;1°;3º;Medio;6
1143;1°;4ª;Avanzado;19
1143;1°;4ª;Básico;1
1143;1°;4ª;Medio;9
1143;1°;5º;Avanzado;20
1143;1°;5º;Básico;1
1143;1°;5º;Crítico;3
1143;1°;5º;Medio;4
1143;1°;6º;Avanzado;26
1143;1°;6º;Crítico;1
1143;1°;6º;Medio;5
1143;2°;1º;Avanzado;15
1143;2°;1º;Crítico;3
1143;2°;1º;Medio;15
1143;2°;2º;Avanzado;4
1143;2°;2º;Básico;2
1143;2°;2º;Crítico;2
1143;2°;2º;Medio;8
1143;2°;3º;Avanzado;17
1143;2°;3º;Básico;2
1143;2°;3º;Crítico;3
1143;2°;3º;Medio;13
1143;2°;4º;Avanzado;17
1143;2°;4º;Básico;1
1143;2°;4º;Crítico;6
1143;2°;4º;Medio;11
1143;2°;5º;Avanzado;14
1143;2°;5º;Crítico;3
1143;2°;5º;Medio;11
1143;2°;6º;Avanzado;22
1143;2°;6º;Básico;1
1143;2°;6º;Crítico;5
1143;2°;6º;Medio;7
1143;3°;1º;Avanzado;27
1143;3°;1º;Crítico;5
1143;3°;1º;Medio;2
1143;3°;2º;Avanzado;12
1143;3°;2º;Crítico;4
1143;3°;2º;Medio;11
1143;3°;3º;Avanzado;29
1143;3°;3º;Crítico;3
1143;3°;4º;Avanzado;28
1143;3°;4º;Crítico;2
1143;3°;5º;Avanzado;24
1143;3°;5º;Crítico;6
1143;3°;6;Avanzado;28
1143;3°;6;Crítico;3
1143;4°;1º;Avanzado;27
1143;4°;2º;Avanzado;26
1143;4°;2º;Crítico;5
1143;4°;3º;Avanzado;28
1143;4°;3º;Crítico;4
1143;4°;4º;Avanzado;25
1143;4°;4º;Crítico;2
1143;4°;5º;Avanzado;14
1143;4°;6°;Avanzado;24
1143;4°;6°;Crítico;5
1143;5°;1°;Avanzado;13
1143;5°;1°;Crítico;1
1143;5°;2°;Avanzado;9
1143;5°;2°;Crítico;2
1143;5°;3º;Avanzado;16
1143;5°;3º;Crítico;4
1143;5°;4°;Avanzado;20
1143;5°;4°;Crítico;4
1143;5°;5º;Avanzado;13
1143;5°;5º;Crítico;6
1144;1°;1;Avanzado;4
1144;1°;1;Básico;8
1144;1°;1;Crítico;7
1144;1°;1;Medio;13
1144;1°;2;Avanzado;2
1144;1°;2;Básico;9
1144;1°;2;Crítico;3
1144;1°;2;Medio;17
1144;1°;3;Avanzado;2
1144;1°;3;Básico;10
1144;1°;3;Crítico;5
1144;1°;3;Medio;12
1144;1°;4;Avanzado;3
1144;1°;4;Básico;9
1144;1°;4;Crítico;7
1144;1°;4;Medio;9
1144;1°;5;Avanzado;2
1144;1°;5;Básico;8
1144;1°;5;Crítico;10
1144;1°;5;Medio;11
1144;2°;1;Avanzado;1
1144;2°;1;Básico;12
1144;2°;1;Crítico;12
1144;2°;1;Medio;7
1144;2°;2;Avanzado;2
1144;2°;2;Básico;11
1144;2°;2;Crítico;10
1144;2°;2;Medio;10
1144;2°;3;Crítico;34
1144;2°;4;Básico;5
1144;2°;4;Crítico;21
1144;2°;4;Medio;8
1144;3°;1;Avanzado;1
1144;3°;1;Básico;11
1144;3°;1;Crítico;12
1144;3°;1;Medio;4
1144;3°;2;Básico;5
1144;3°;2;Crítico;16
1144;3°;2;Medio;4
1144;3°;3;Avanzado;1
1144;3°;3;Básico;5
1144;3°;3;Crítico;15
1144;3°;3;Medio;8
1144;3°;4;Avanzado;2
1144;3°;4;Básico;7
1144;3°;4;Crítico;18
1144;3°;4;Medio;4
1144;4°;1;Básico;15
1144;4°;1;Crítico;17
1144;4°;1;Medio;4
1144;4°;2;Avanzado;1
1144;4°;2;Básico;12
1144;4°;2;Crítico;12
1144;4°;2;Medio;5
1144;4°;3;Básico;7
1144;4°;3;Crítico;14
1144;4°;3;Medio;2
1144;5°;1;Básico;8
1144;5°;1;Crítico;18
1144;5°;1;Medio;5
1144;5°;2;Avanzado;1
1144;5°;2;Básico;13
1144;5°;2;Crítico;14
1144;5°;2;Medio;3
1144;5°;3;Básico;1
1144;5°;3;Crítico;15
1144;5°;3;Medio;3
1154;1°;CUARTA;Básico;6
1154;1°;CUARTA;Crítico;3
1154;1°;CUARTA;Medio;20
1154;1°;PRIMERA;Avanzado;3
1154;1°;PRIMERA;Básico;9
1154;1°;PRIMERA;Crítico;1
1154;1°;PRIMERA;Medio;16
1154;1°;QUINTA;Básico;7
1154;1°;QUINTA;Crítico;4
1154;1°;QUINTA;Medio;14
1154;1°;SEGUNDA;Básico;3
1154;1°;SEGUNDA;Crítico;3
1154;1°;SEGUNDA;Medio;21
1154;1°;SEXTA;Básico;5
1154;1°;SEXTA;Crítico;3
1154;1°;SEXTA;Medio;14
1154;1°;TERCERA;Avanzado;1
1154;1°;TERCERA;Básico;2
1154;1°;TERCERA;Crítico;17
1154;1°;TERCERA;Medio;6
1154;2°;CUARTA;Avanzado;2
1154;2°;CUARTA;Básico;11
1154;2°;CUARTA;Crítico;7
1154;2°;CUARTA;Medio;18
1154;2°;PRIMERA;Crítico;32
1154;2°;QUINTA;Avanzado;3
1154;2°;QUINTA;Básico;11
1154;2°;QUINTA;Crítico;9
1154;2°;QUINTA;Medio;7
1154;2°;SEGUNDA;Crítico;33
1154;2°;TERCERA;Avanzado;1
1154;2°;TERCERA;Básico;13
1154;2°;TERCERA;Crítico;9
1154;2°;TERCERA;Medio;15
1154;3°;CUARTA;Avanzado;3
1154;3°;CUARTA;Básico;9
1154;3°;CUARTA;Crítico;10
1154;3°;CUARTA;Medio;11
1154;3°;PRIMERA;Avanzado;2
1154;3°;PRIMERA;Básico;6
1154;3°;PRIMERA;Crítico;14
1154;3°;PRIMERA;Medio;15
1154;3°;QUINTA;Básico;5
1154;3°;QUINTA;Crítico;18
1154;3°;QUINTA;Medio;2
1154;3°;SEGUNDA;Básico;6
1154;3°;SEGUNDA;Crítico;24
1154;3°;SEGUNDA;Medio;11
1154;3°;TERCERA;Avanzado;4
1154;3°;TERCERA;Básico;7
1154;3°;TERCERA;Crítico;15
1154;3°;TERCERA;Medio;11
1154;4°;CUARTA;Crítico;18
1154;4°;PRIMERA;Básico;3
1154;4°;PRIMERA;Crítico;18
1154;4°;PRIMERA;Medio;6
1154;4°;SEGUNDA;Avanzado;3
1154;4°;SEGUNDA;Básico;4
1154;4°;SEGUNDA;Crítico;6
1154;4°;SEGUNDA;Medio;20
1154;4°;TERCERA;Crítico;28
1154;5°;PRIMERA;Avanzado;1
1154;5°;PRIMERA;Básico;10
1154;5°;PRIMERA;Crítico;19
1154;5°;PRIMERA;Medio;12
1154;5°;SEGUNDA;Crítico;41
1154;5°;TERCERA;Crítico;18
1154;6°;PRIMERA;Avanzado;1
1154;6°;PRIMERA;Básico;15
1154;6°;PRIMERA;Crítico;13
1154;6°;PRIMERA;Medio;12
1154;6°;SEGUNDA;Crítico;40
1162;1°;1;Básico;9
1162;1°;1;Crítico;14
1162;1°;1;Medio;3
1162;1°;2;Básico;12
1162;1°;2;Crítico;15
1162;1°;2;Medio;2
1162;1°;3;Básico;10
1162;1°;3;Crítico;15
1162;1°;3;Medio;5
1162;2°;1;Básico;5
1162;2°;1;Crítico;20
1162;2°;1;Medio;1
1162;2°;2;Básico;6
1162;2°;2;Crítico;20
1162;2°;2;Medio;1
1162;2°;3;Avanzado;1
1162;2°;3;Básico;5
1162;2°;3;Crítico;16
1162;3°;1;Avanzado;1
1162;3°;1;Crítico;18
1162;3°;1;Medio;4
1162;3°;2;Básico;4
1162;3°;2;Crítico;24
1162;3°;2;Medio;1
1162;3°;3;Básico;4
1162;3°;3;Crítico;19
1162;4°;1;Básico;4
1162;4°;1;Crítico;24
1162;4°;2ª;Básico;7
1162;4°;2ª;Crítico;24
1162;4°;2ª;Medio;1
1162;5°;1;Crítico;19
1162;5°;1;Medio;1
1162;5°;2;Crítico;18
1162;5°;2;Medio;4
1163;1°;1;Básico;11
1163;1°;1;Crítico;12
1163;1°;1;Medio;5
1163;1°;2;Básico;15
1163;1°;2;Crítico;6
1163;1°;2;Medio;6
1163;2°;1;Básico;9
1163;2°;1;Crítico;18
1163;2°;1;Medio;3
1163;2°;2;Básico;14
1163;2°;2;Crítico;13
1163;3°;1;Básico;7
1163;3°;1;Crítico;11
1163;3°;1;Medio;6
1163;3°;2;Avanzado;2
1163;3°;2;Básico;5
1163;3°;2;Crítico;13
1163;3°;2;Medio;5
1163;4°;1;Avanzado;2
1163;4°;1;Básico;7
1163;4°;1;Crítico;10
1163;4°;1;Medio;5
1163;4°;2;Básico;4
1163;4°;2;Crítico;12
1163;4°;2;Medio;8
1163;5°;1;Básico;11
1163;5°;1;Crítico;22
1163;5°;1;Medio;5
1168;1°;1;Avanzado;2
1168;1°;1;Básico;3
1168;1°;1;Medio;9
1168;1°;2;Avanzado;1
1168;1°;2;Básico;4
1168;1°;2;Crítico;4
1168;1°;2;Medio;6
1168;2°;1;Avanzado;3
1168;2°;1;Básico;5
1168;2°;1;Crítico;3
1168;2°;1;Medio;6
1168;2°;2°;Avanzado;1
1168;2°;2°;Básico;7
1168;2°;2°;Crítico;5
1168;2°;2°;Medio;3
1168;3°;1;Básico;3
1168;3°;1;Crítico;10
1168;3°;1;Medio;4
1168;3°;2;Básico;2
1168;3°;2;Crítico;16
1168;3°;2;Medio;1
1168;4°;1;Avanzado;1
1168;4°;1;Básico;6
1168;4°;1;Crítico;18
1168;4°;1;Medio;2
1168;5°;1;Básico;6
1168;5°;1;Crítico;10
1168;5°;1;Medio;1
1170;1°;PRIMERA;Básico;3
1170;1°;PRIMERA;Crítico;1
1170;1°;PRIMERA;Medio;7
1170;1°;SEGUNDA;Básico;5
1170;1°;SEGUNDA;Crítico;4
1170;1°;SEGUNDA;Medio;1
1170;2°;PRIMERA;Básico;5
1170;2°;PRIMERA;Crítico;8
1170;2°;PRIMERA;Medio;2
1170;2°;SEGUNDA;Avanzado;1
1170;2°;SEGUNDA;Básico;5
1170;2°;SEGUNDA;Crítico;4
1170;2°;SEGUNDA;Medio;4
1170;3°;PRIMERA;Básico;5
1170;3°;PRIMERA;Crítico;9
1170;3°;PRIMERA;Medio;1
1170;3°;SEGUNDA;Avanzado;1
1170;3°;SEGUNDA;Básico;4
1170;3°;SEGUNDA;Crítico;12
1170;4°;PRIMERA;Básico;4
1170;4°;PRIMERA;Crítico;4
1170;4°;PRIMERA;Medio;1
1170;4°;SEGUNDA;Avanzado;2
1170;4°;SEGUNDA;Básico;3
1170;4°;SEGUNDA;Crítico;5
1170;4°;SEGUNDA;Medio;5
1170;5°;PRIMERA;Básico;3
1170;5°;PRIMERA;Crítico;4
1170;5°;PRIMERA;Medio;4
1170;5°;SEGUNDA;Básico;9
1170;5°;SEGUNDA;Crítico;7
1170;5°;SEGUNDA;Medio;1
1170;6°;PRIMERA;Básico;3
1170;6°;PRIMERA;Crítico;4
1170;6°;PRIMERA;Medio;2
1176;1°;1;Básico;13
1176;1°;1;Crítico;7
1176;1°;1;Medio;6
1176;1°;2;Avanzado;2
1176;1°;2;Básico;13
1176;1°;2;Crítico;8
1176;1°;2;Medio;3
1176;1°;3;Básico;13
1176;1°;3;Crítico;10
1176;1°;3;Medio;5
1176;2°;1;Básico;6
1176;2°;1;Crítico;18
1176;2°;1;Medio;4
1176;2°;2;Básico;10
1176;2°;2;Crítico;8
1176;2°;2;Medio;3
1176;2°;3;Básico;1
1176;2°;3;Crítico;26
1176;3°;1;Crítico;29
1176;3°;2;Avanzado;1
1176;3°;2;Básico;5
1176;3°;2;Crítico;24
1176;3°;2;Medio;2
1176;4°;1;Avanzado;1
1176;4°;1;Básico;1
1176;4°;1;Crítico;14
1176;4°;1;Medio;3
1176;4°;2;Crítico;24
1176;5°;1;Básico;11
1176;5°;1;Crítico;9
1176;5°;1;Medio;1
1176;5°;2;Básico;1
1176;5°;2;Crítico;19
1176;5°;2;Medio;1
1176;6°;1;Crítico;16
1181;1°;1ERA;Básico;4
1181;1°;1ERA;Crítico;11
1181;1°;1ERA;Medio;11
1181;1°;2DA;Avanzado;2
1181;1°;2DA;Básico;9
1181;1°;2DA;Crítico;12
1181;1°;2DA;Medio;8
1181;2°;1ERA;Básico;8
1181;2°;1ERA;Crítico;14
1181;2°;1ERA;Medio;2
1181;2°;2DA;Básico;5
1181;2°;2DA;Crítico;19
1181;2°;2DA;Medio;1
1181;3°;1ERA;Básico;2
1181;3°;1ERA;Crítico;19
1181;3°;1ERA;Medio;1
1181;3°;2DA;Básico;3
1181;3°;2DA;Crítico;19
1181;3°;2DA;Medio;2
1181;4°;1ERA;Avanzado;2
1181;4°;1ERA;Básico;12
1181;4°;1ERA;Crítico;24
1181;5°;1ERA;Básico;3
1181;5°;1ERA;Crítico;9
1181;5°;1ERA;Medio;1
1181;6°;1ERA;Básico;4
1181;6°;1ERA;Crítico;14
1181;6°;1ERA;Medio;2
1189;1°;1;Avanzado;1
1189;1°;1;Básico;12
1189;1°;1;Crítico;7
1189;1°;1;Medio;10
1189;1°;2;Básico;13
1189;1°;2;Crítico;5
1189;1°;2;Medio;10
1189;1°;3;Básico;10
1189;1°;3;Crítico;10
1189;1°;3;Medio;7
1189;2°;1;Avanzado;1
1189;2°;1;Básico;12
1189;2°;1;Crítico;9
1189;2°;1;Medio;2
1189;2°;2;Avanzado;2
1189;2°;2;Básico;5
1189;2°;2;Crítico;12
1189;2°;2;Medio;9
1189;2°;3;Avanzado;2
1189;2°;3;Básico;7
1189;2°;3;Crítico;11
1189;2°;3;Medio;7
1189;3°;1;Avanzado;1
1189;3°;1;Básico;8
1189;3°;1;Crítico;24
1189;3°;1;Medio;1
1189;3°;2;Avanzado;2
1189;3°;2;Básico;7
1189;3°;2;Crítico;14
1189;3°;2;Medio;8
1189;3°;3°;Avanzado;1
1189;3°;3°;Básico;7
1189;3°;3°;Crítico;8
1189;3°;3°;Medio;4
1189;4°;1;Básico;8
1189;4°;1;Crítico;26
1189;4°;1;Medio;3
1189;4°;2;Avanzado;1
1189;4°;2;Básico;9
1189;4°;2;Crítico;10
1189;4°;2;Medio;10
1189;5°;1;Básico;9
1189;5°;1;Crítico;18
1189;5°;1;Medio;3
1189;5°;2;Básico;13
1189;5°;2;Crítico;16
1189;5°;2;Medio;2
1191;1°;Primera;Avanzado;1
1191;1°;Primera;Básico;11
1191;1°;Primera;Crítico;10
1191;1°;Primera;Medio;6
1191;1°;Segunda;Básico;11
1191;1°;Segunda;Crítico;11
1191;1°;Segunda;Medio;7
1191;1°;Tercera;Avanzado;1
1191;1°;Tercera;Básico;9
1191;1°;Tercera;Crítico;13
1191;1°;Tercera;Medio;7
1191;2°;Primera;Básico;6
1191;2°;Primera;Crítico;14
1191;2°;Primera;Medio;5
1191;2°;Segunda;Básico;11
1191;2°;Segunda;Crítico;12
1191;2°;Segunda;Medio;3
1191;2°;tercera;Avanzado;1
1191;2°;tercera;Básico;6
1191;2°;tercera;Crítico;16
1191;2°;tercera;Medio;3
1191;3°;Primera;Básico;3
1191;3°;Primera;Crítico;31
1191;3°;Primera;Medio;3
1191;3°;segunda;Básico;7
1191;3°;segunda;Crítico;25
1191;3°;segunda;Medio;7
1191;4°;primera;Avanzado;1
1191;4°;primera;Básico;8
1191;4°;primera;Crítico;12
1191;4°;primera;Medio;2
1191;4°;segunda;Básico;5
1191;4°;segunda;Crítico;10
1191;4°;segunda;Medio;4
1191;5°;segunda;Básico;8
1191;5°;segunda;Crítico;14
1191;5°;segunda;Medio;1
1191;6°;Primera;Avanzado;1
1191;6°;Primera;Básico;5
1191;6°;Primera;Crítico;9
1191;6°;Primera;Medio;1
1198;1°;Primero;Avanzado;3
1198;1°;Primero;Básico;8
1198;1°;Primero;Crítico;7
1198;1°;Primero;Medio;8
1198;1°;Segunda;Avanzado;1
1198;1°;Segunda;Básico;11
1198;1°;Segunda;Crítico;6
1198;1°;Segunda;Medio;7
1198;2°;Primera;Básico;5
1198;2°;Primera;Crítico;16
1198;2°;Primera;Medio;4
1198;2°;segunda;Básico;8
1198;2°;segunda;Crítico;13
1198;2°;segunda;Medio;1
1198;3°;Primera;Básico;7
1198;3°;Primera;Crítico;19
1198;3°;Primera;Medio;2
1198;3°;Segunda;Avanzado;2
1198;3°;Segunda;Básico;7
