Escuela_ID;CURSO_NORMALIZADO;DESEMPEÑO;Alumno_ID
1065;5°;Crítico;44
1065;5°;Medio;11
1065;6°;Crítico;74
1066;1°;Avanzado;3
1066;1°;Básico;33
1066;1°;Crítico;17
1066;1°;Medio;42
1066;2°;Avanzado;9
1066;2°;Básico;30
1066;2°;Crítico;38
1066;2°;Medio;24
1066;3°;Avanzado;3
1066;3°;Básico;18
1066;3°;Crítico;37
1066;3°;Medio;18
1066;4°;Avanzado;2
1066;4°;Básico;30
1066;4°;Crítico;19
1066;4°;Medio;21
1066;5°;Avanzado;4
1066;5°;Básico;19
1066;5°;Crítico;20
1066;5°;Medio;12
1069;1°;Avanzado;3
1069;1°;Básico;41
1069;1°;Crítico;29
1069;1°;Medio;90
1069;2°;Avanzado;10
1069;2°;Básico;37
1069;2°;Crítico;29
1069;2°;Medio;35
1069;3°;Avanzado;4
1069;3°;Básico;26
1069;3°;Crítico;58
1069;3°;Medio;33
1069;4°;Avanzado;8
1069;4°;Básico;35
1069;4°;Crítico;26
1069;4°;Medio;35
1069;5°;Avanzado;3
1069;5°;Básico;21
1069;5°;Crítico;25
1069;5°;Medio;23
1069;6°;Básico;4
1069;6°;Crítico;1
1070;1°;Básico;1
1070;1°;Crítico;12
1070;2°;Crítico;11
1070;3°;Básico;1
1070;3°;Crítico;46
1070;4°;Avanzado;1
1070;4°;Crítico;15
1070;4°;Medio;1
1070;5°;Crítico;8
1073;1°;Avanzado;21
1073;1°;Básico;63
1073;1°;Crítico;35
1073;1°;Medio;89
1073;2°;Avanzado;7
1073;2°;Básico;41
1073;2°;Crítico;110
1073;2°;Medio;29
1073;3°;Básico;15
1073;3°;Crítico;158
1073;3°;Medio;13
1073;4°;Avanzado;6
1073;4°;Básico;35
1073;4°;Crítico;74
1073;4°;Medio;24
1073;5°;Avanzado;5
1073;5°;Básico;50
1073;5°;Crítico;42
1073;5°;Medio;27
1074;1°;Crítico;5
1074;1°;Medio;1
1074;2°;Crítico;6
1074;3°;Básico;1
1074;3°;Crítico;6
1074;4°;Crítico;3
1074;5°;Crítico;1
1080;1°;Avanzado;10
1080;1°;Básico;43
1080;1°;Crítico;65
1080;1°;Medio;55
1080;2°;Avanzado;7
1080;2°;Básico;54
1080;2°;Crítico;54
1080;2°;Medio;30
1080;3°;Avanzado;3
1080;3°;Básico;41
1080;3°;Crítico;49
1080;3°;Medio;22
1080;4°;Avanzado;3
1080;4°;Básico;34
1080;4°;Crítico;48
1080;4°;Medio;25
1080;5°;Avanzado;2
1080;5°;Básico;32
1080;5°;Crítico;52
1080;5°;Medio;9
1092;1°;Avanzado;28
1092;1°;Básico;9
1092;1°;Crítico;61
1092;1°;Medio;95
1092;2°;Avanzado;39
1092;2°;Básico;25
1092;2°;Crítico;81
1092;2°;Medio;54
1092;3°;Avanzado;24
1092;3°;Básico;45
1092;3°;Crítico;79
1092;3°;Medio;77
1092;4°;Avanzado;6
1092;4°;Básico;10
1092;4°;Crítico;105
1092;4°;Medio;19
1092;5°;Avanzado;11
1092;5°;Básico;33
1092;5°;Crítico;42
1092;5°;Medio;35
1092;6°;Avanzado;10
1092;6°;Básico;4
1092;6°;Crítico;70
1092;6°;Medio;18
1096;1°;Avanzado;15
1096;1°;Básico;75
1096;1°;Crítico;32
1096;1°;Medio;70
1096;2°;Avanzado;13
1096;2°;Básico;62
1096;2°;Crítico;69
1096;2°;Medio;49
1096;3°;Avanzado;12
1096;3°;Básico;34
1096;3°;Crítico;87
1096;3°;Medio;48
1096;4°;Avanzado;6
1096;4°;Básico;27
1096;4°;Crítico;97
1096;4°;Medio;16
1096;5°;Avanzado;6
1096;5°;Básico;26
1096;5°;Crítico;57
1096;5°;Medio;21
1096;6°;Avanzado;10
1096;6°;Básico;22
1096;6°;Crítico;43
1096;6°;Medio;22
1098;1°;Avanzado;8
1098;1°;Básico;50
1098;1°;Crítico;56
1098;1°;Medio;51
1098;2°;Avanzado;10
1098;2°;Básico;27
1098;2°;Crítico;57
1098;2°;Medio;31
1098;3°;Avanzado;1
1098;3°;Básico;20
1098;3°;Crítico;47
1098;3°;Medio;10
1098;4°;Básico;20
1098;4°;Crítico;27
1098;4°;Medio;12
1098;5°;Avanzado;4
1098;5°;Básico;19
1098;5°;Crítico;14
1098;5°;Medio;5
1098;6°;Avanzado;3
1098;6°;Básico;5
1098;6°;Crítico;7
1098;6°;Medio;8
1099;1°;Avanzado;54
1099;1°;Básico;57
1099;1°;Crítico;49
1099;1°;Medio;167
1099;2°;Avanzado;45
1099;2°;Básico;52
1099;2°;Crítico;160
1099;2°;Medio;78
1099;3°;Avanzado;20
1099;3°;Básico;19
1099;3°;Crítico;213
1099;3°;Medio;38
1099;4°;Avanzado;34
1099;4°;Básico;92
1099;4°;Crítico;53
1099;4°;Medio;84
1099;5°;Avanzado;9
1099;5°;Básico;67
1099;5°;Crítico;98
1099;5°;Medio;56
1099;6°;Avanzado;10
1099;6°;Básico;15
1099;6°;Crítico;35
1099;6°;Medio;130
1103;1°;Avanzado;7
1103;1°;Básico;38
1103;1°;Crítico;20
1103;1°;Medio;48
1103;2°;Avanzado;12
1103;2°;Básico;29
1103;2°;Crítico;25
1103;2°;Medio;36
1103;3°;Avanzado;12
1103;3°;Básico;28
1103;3°;Crítico;27
1103;3°;Medio;22
1103;4°;Avanzado;4
1103;4°;Básico;18
1103;4°;Crítico;21
1103;4°;Medio;41
1103;5°;Avanzado;15
1103;5°;Básico;23
1103;5°;Crítico;11
1103;5°;Medio;30
1106;1°;Avanzado;16
1106;1°;Básico;70
1106;1°;Crítico;54
1106;1°;Medio;135
1106;2°;Avanzado;21
1106;2°;Básico;72
1106;2°;Crítico;82
1106;2°;Medio;71
1106;3°;Avanzado;4
1106;3°;Básico;40
1106;3°;Crítico;99
1106;3°;Medio;29
1106;4°;Avanzado;4
1106;4°;Básico;72
1106;4°;Crítico;77
1106;4°;Medio;27
1106;5°;Avanzado;1
1106;5°;Básico;54
1106;5°;Crítico;63
1106;5°;Medio;25
1106;6°;Básico;36
1106;6°;Crítico;47
1106;6°;Medio;22
1107;1°;Avanzado;7
1107;1°;Básico;34
1107;1°;Crítico;25
1107;1°;Medio;46
1107;2°;Avanzado;9
1107;2°;Básico;30
1107;2°;Crítico;32
1107;2°;Medio;40
1107;3°;Avanzado;5
1107;3°;Básico;18
1107;3°;Crítico;44
1107;3°;Medio;23
1107;4°;Avanzado;1
1107;4°;Básico;36
1107;4°;Crítico;22
1107;4°;Medio;14
1107;5°;Avanzado;1
1107;5°;Básico;35
1107;5°;Crítico;22
1107;5°;Medio;18
1107;6°;Avanzado;7
1107;6°;Básico;16
1107;6°;Crítico;13
1107;6°;Medio;15
1108;1°;Avanzado;19
1108;1°;Básico;44
1108;1°;Crítico;20
1108;1°;Medio;94
1108;2°;Avanzado;23
1108;2°;Básico;59
1108;2°;Crítico;32
1108;2°;Medio;51
1108;3°;Avanzado;12
1108;3°;Básico;47
1108;3°;Crítico;31
1108;3°;Medio;40
1108;4°;Avanzado;17
1108;4°;Básico;35
1108;4°;Crítico;33
1108;4°;Medio;44
1108;5°;Avanzado;4
1108;5°;Básico;26
1108;5°;Crítico;16
1108;5°;Medio;22
1108;6°;Avanzado;15
1108;6°;Básico;30
1108;6°;Crítico;25
1108;6°;Medio;21
1109;1°;Avanzado;12
1109;1°;Básico;61
1109;1°;Crítico;43
1109;1°;Medio;86
1109;2°;Avanzado;5
1109;2°;Básico;88
1109;2°;Crítico;70
1109;2°;Medio;45
1109;3°;Avanzado;6
1109;3°;Básico;52
1109;3°;Crítico;114
1109;3°;Medio;30
1109;4°;Avanzado;2
1109;4°;Básico;35
1109;4°;Crítico;35
1109;4°;Medio;20
1109;5°;Básico;39
1109;5°;Crítico;38
1109;5°;Medio;11
1109;6°;Avanzado;1
1109;6°;Básico;19
1109;6°;Crítico;26
1109;6°;Medio;17
1110;1°;Avanzado;20
1110;1°;Básico;9
1110;1°;Crítico;3
1110;1°;Medio;60
1110;2°;Avanzado;24
1110;2°;Básico;25
1110;2°;Crítico;12
1110;2°;Medio;28
1110;3°;Avanzado;20
1110;3°;Básico;28
1110;3°;Crítico;20
1110;3°;Medio;39
1110;4°;Avanzado;7
1110;4°;Básico;28
1110;4°;Crítico;16
1110;4°;Medio;40
1110;5°;Avanzado;10
1110;5°;Básico;20
1110;5°;Crítico;5
1110;5°;Medio;26
1110;6°;Avanzado;14
1110;6°;Básico;20
1110;6°;Crítico;7
1110;6°;Medio;32
1111;1°;Avanzado;5
1111;1°;Básico;31
1111;1°;Crítico;26
1111;1°;Medio;31
1111;2°;Avanzado;2
1111;2°;Básico;34
1111;2°;Crítico;27
1111;2°;Medio;22
1111;3°;Avanzado;1
1111;3°;Básico;22
1111;3°;Crítico;52
1111;3°;Medio;11
1111;4°;Avanzado;1
1111;4°;Básico;14
1111;4°;Crítico;20
1111;4°;Medio;24
1111;5°;Avanzado;1
1111;5°;Básico;28
1111;5°;Crítico;26
1111;5°;Medio;12
1111;6°;Básico;22
1111;6°;Crítico;15
1111;6°;Medio;14
1116;1°;Avanzado;28
1116;1°;Básico;19
1116;1°;Crítico;21
1116;1°;Medio;85
1116;2°;Avanzado;18
1116;2°;Básico;45
1116;2°;Crítico;17
1116;2°;Medio;60
1116;3°;Avanzado;13
1116;3°;Básico;37
1116;3°;Crítico;56
1116;3°;Medio;40
1116;4°;Avanzado;8
1116;4°;Básico;43
1116;4°;Crítico;28
1116;4°;Medio;40
1116;5°;Avanzado;8
1116;5°;Básico;43
1116;5°;Crítico;29
1116;5°;Medio;30
1120;1°;Avanzado;26
1120;1°;Básico;13
1120;1°;Crítico;13
1120;1°;Medio;53
1120;2°;Avanzado;13
1120;2°;Básico;29
1120;2°;Crítico;16
1120;2°;Medio;61
1120;3°;Avanzado;13
1120;3°;Básico;34
1120;3°;Crítico;23
1120;3°;Medio;62
1120;4°;Avanzado;8
1120;4°;Básico;35
1120;4°;Crítico;26
1120;4°;Medio;41
1120;5°;Avanzado;2
1120;5°;Básico;23
1120;5°;Crítico;26
1120;5°;Medio;25
1120;6°;Avanzado;3
1120;6°;Básico;27
1120;6°;Crítico;12
1120;6°;Medio;28
1121;1°;Avanzado;18
1121;1°;Básico;23
1121;1°;Crítico;36
1121;1°;Medio;72
1121;2°;Avanzado;8
1121;2°;Básico;37
1121;2°;Crítico;47
1121;2°;Medio;14
1121;3°;Avanzado;8
1121;3°;Básico;23
1121;3°;Crítico;53
1121;3°;Medio;26
1121;4°;Avanzado;13
1121;4°;Básico;25
1121;4°;Crítico;27
1121;4°;Medio;21
1121;5°;Avanzado;16
1121;5°;Básico;14
1121;5°;Crítico;28
1121;5°;Medio;36
1125;1°;Avanzado;3
1125;1°;Básico;26
1125;1°;Crítico;14
1125;1°;Medio;43
1125;2°;Básico;3
1125;2°;Crítico;71
1125;2°;Medio;10
1125;3°;Avanzado;1
1125;3°;Básico;16
1125;3°;Crítico;36
1125;3°;Medio;15
1125;4°;Avanzado;2
1125;4°;Básico;10
1125;4°;Crítico;46
1125;4°;Medio;13
1125;5°;Crítico;57
1133;1°;Avanzado;9
1133;1°;Básico;43
1133;1°;Crítico;31
1133;1°;Medio;48
1133;2°;Avanzado;10
1133;2°;Básico;48
1133;2°;Crítico;38
1133;2°;Medio;29
1133;3°;Avanzado;10
1133;3°;Básico;36
1133;3°;Crítico;56
1133;3°;Medio;26
1133;4°;Avanzado;3
1133;4°;Básico;40
1133;4°;Crítico;36
1133;4°;Medio;20
1133;5°;Avanzado;2
1133;5°;Básico;27
1133;5°;Crítico;27
1133;5°;Medio;8
1133;6°;Avanzado;5
1133;6°;Básico;8
1133;6°;Crítico;7
1133;6°;Medio;10
1134;1°;Avanzado;2
1134;1°;Básico;12
1134;1°;Crítico;7
1134;1°;Medio;24
1134;2°;Avanzado;2
1134;2°;Básico;30
1134;2°;Crítico;21
1134;2°;Medio;10
1134;3°;Avanzado;7
1134;3°;Básico;15
1134;3°;Crítico;18
1134;3°;Medio;11
1134;4°;Básico;15
1134;4°;Crítico;19
1134;4°;Medio;10
1134;5°;Básico;17
1134;5°;Crítico;18
1134;5°;Medio;11
1140;1°;Avanzado;2
1140;1°;Básico;58
1140;1°;Crítico;57
1140;1°;Medio;32
1140;2°;Avanzado;4
1140;2°;Básico;38
1140;2°;Crítico;95
1140;2°;Medio;26
1140;3°;Avanzado;1
1140;3°;Básico;30
1140;3°;Crítico;84
1140;3°;Medio;14
1140;4°;Básico;28
1140;4°;Crítico;55
1140;4°;Medio;8
1140;5°;Avanzado;3
1140;5°;Básico;34
1140;5°;Crítico;55
1140;5°;Medio;10
1141;1°;Básico;10
1141;1°;Crítico;27
1141;1°;Medio;25
1141;2°;Básico;16
1141;2°;Crítico;34
1141;2°;Medio;4
1141;3°;Avanzado;3
1141;3°;Básico;11
1141;3°;Crítico;62
1141;3°;Medio;8
1141;4°;Avanzado;1
1141;4°;Básico;12
1141;4°;Crítico;33
1141;4°;Medio;10
1141;5°;Básico;9
1141;5°;Crítico;23
1141;5°;Medio;6
1142;1°;Avanzado;8
1142;1°;Básico;8
1142;1°;Crítico;15
1142;1°;Medio;21
1142;2°;Avanzado;9
1142;2°;Básico;16
1142;2°;Crítico;16
1142;2°;Medio;25
1142;3°;Avanzado;3
1142;3°;Básico;14
1142;3°;Crítico;38
1142;3°;Medio;11
1142;4°;Avanzado;5
1142;4°;Básico;14
1142;4°;Crítico;30
1142;4°;Medio;15
1142;5°;Avanzado;3
1142;5°;Básico;15
1142;5°;Crítico;29
1142;5°;Medio;17
1143;1°;Avanzado;121
1143;1°;Básico;3
1143;1°;Crítico;9
1143;1°;Medio;42
1143;2°;Avanzado;89
1143;2°;Básico;6
1143;2°;Crítico;22
1143;2°;Medio;65
1143;3°;Avanzado;148
1143;3°;Crítico;23
1143;3°;Medio;13
1143;4°;Avanzado;144
1143;4°;Crítico;16
1143;5°;Avanzado;71
1143;5°;Crítico;17
1144;1°;Avanzado;13
1144;1°;Básico;44
1144;1°;Crítico;32
1144;1°;Medio;62
1144;2°;Avanzado;3
1144;2°;Básico;28
1144;2°;Crítico;77
1144;2°;Medio;25
1144;3°;Avanzado;4
1144;3°;Básico;28
1144;3°;Crítico;61
1144;3°;Medio;20
1144;4°;Avanzado;1
1144;4°;Básico;34
1144;4°;Crítico;43
1144;4°;Medio;11
1144;5°;Avanzado;1
1144;5°;Básico;22
1144;5°;Crítico;47
1144;5°;Medio;11
1154;1°;Avanzado;4
1154;1°;Básico;32
1154;1°;Crítico;31
1154;1°;Medio;91
1154;2°;Avanzado;6
1154;2°;Básico;35
1154;2°;Crítico;90
1154;2°;Medio;40
1154;3°;Avanzado;9
1154;3°;Básico;33
1154;3°;Crítico;81
1154;3°;Medio;50
1154;4°;Avanzado;3
1154;4°;Básico;7
1154;4°;Crítico;70
1154;4°;Medio;26
1154;5°;Avanzado;1
1154;5°;Básico;10
1154;5°;Crítico;78
1154;5°;Medio;12
1154;6°;Avanzado;1
1154;6°;Básico;15
1154;6°;Crítico;53
1154;6°;Medio;12
1162;1°;Básico;31
1162;1°;Crítico;44
1162;1°;Medio;10
1162;2°;Avanzado;1
1162;2°;Básico;16
1162;2°;Crítico;56
1162;2°;Medio;2
1162;3°;Avanzado;1
1162;3°;Básico;8
1162;3°;Crítico;61
1162;3°;Medio;5
1162;4°;Básico;11
1162;4°;Crítico;48
1162;4°;Medio;1
1162;5°;Crítico;37
1162;5°;Medio;5
1163;1°;Básico;26
1163;1°;Crítico;18
1163;1°;Medio;11
1163;2°;Básico;23
1163;2°;Crítico;31
1163;2°;Medio;3
1163;3°;Avanzado;2
1163;3°;Básico;12
1163;3°;Crítico;24
1163;3°;Medio;11
1163;4°;Avanzado;2
1163;4°;Básico;11
1163;4°;Crítico;22
1163;4°;Medio;13
1163;5°;Básico;11
1163;5°;Crítico;22
1163;5°;Medio;5
1168;1°;Avanzado;3
1168;1°;Básico;7
1168;1°;Crítico;4
1168;1°;Medio;15
1168;2°;Avanzado;4
1168;2°;Básico;12
1168;2°;Crítico;8
1168;2°;Medio;9
1168;3°;Básico;5
1168;3°;Crítico;26
1168;3°;Medio;5
1168;4°;Avanzado;1
1168;4°;Básico;6
1168;4°;Crítico;18
1168;4°;Medio;2
1168;5°;Básico;6
1168;5°;Crítico;10
1168;5°;Medio;1
1170;1°;Básico;8
1170;1°;Crítico;5
1170;1°;Medio;8
1170;2°;Avanzado;1
1170;2°;Básico;10
1170;2°;Crítico;12
1170;2°;Medio;6
1170;3°;Avanzado;1
1170;3°;Básico;9
1170;3°;Crítico;21
1170;3°;Medio;1
1170;4°;Avanzado;2
1170;4°;Básico;7
1170;4°;Crítico;9
1170;4°;Medio;6
1170;5°;Básico;12
1170;5°;Crítico;11
1170;5°;Medio;5
1170;6°;Básico;3
1170;6°;Crítico;4
1170;6°;Medio;2
1176;1°;Avanzado;2
1176;1°;Básico;39
1176;1°;Crítico;25
1176;1°;Medio;14
1176;2°;Básico;17
1176;2°;Crítico;52
1176;2°;Medio;7
1176;3°;Avanzado;1
1176;3°;Básico;5
1176;3°;Crítico;53
1176;3°;Medio;2
1176;4°;Avanzado;1
1176;4°;Básico;1
1176;4°;Crítico;38
1176;4°;Medio;3
1176;5°;Básico;12
1176;5°;Crítico;28
1176;5°;Medio;2
1176;6°;Crítico;16
1181;1°;Avanzado;2
1181;1°;Básico;13
1181;1°;Crítico;23
1181;1°;Medio;19
1181;2°;Básico;13
1181;2°;Crítico;33
1181;2°;Medio;3
1181;3°;Básico;5
1181;3°;Crítico;38
1181;3°;Medio;3
1181;4°;Avanzado;2
1181;4°;Básico;12
1181;4°;Crítico;24
1181;5°;Básico;3
1181;5°;Crítico;9
1181;5°;Medio;1
1181;6°;Básico;4
1181;6°;Crítico;14
1181;6°;Medio;2
1189;1°;Avanzado;1
1189;1°;Básico;35
1189;1°;Crítico;22
1189;1°;Medio;27
1189;2°;Avanzado;5
1189;2°;Básico;24
1189;2°;Crítico;32
1189;2°;Medio;18
1189;3°;Avanzado;4
1189;3°;Básico;22
1189;3°;Crítico;46
1189;3°;Medio;13
1189;4°;Avanzado;1
1189;4°;Básico;17
1189;4°;Crítico;36
1189;4°;Medio;13
1189;5°;Básico;22
1189;5°;Crítico;34
1189;5°;Medio;5
1191;1°;Avanzado;2
1191;1°;Básico;31
1191;1°;Crítico;34
1191;1°;Medio;20
1191;2°;Avanzado;1
1191;2°;Básico;23
1191;2°;Crítico;42
1191;2°;Medio;11
1191;3°;Básico;10
1191;3°;Crítico;56
1191;3°;Medio;10
1191;4°;Avanzado;1
1191;4°;Básico;13
1191;4°;Crítico;22
1191;4°;Medio;6
1191;5°;Básico;8
1191;5°;Crítico;14
1191;5°;Medio;1
1191;6°;Avanzado;1
1191;6°;Básico;5
1191;6°;Crítico;9
1191;6°;Medio;1
1198;1°;Avanzado;4
1198;1°;Básico;19
1198;1°;Crítico;13
1198;1°;Medio;15
1198;2°;Básico;13
1198;2°;Crítico;29
1198;2°;Medio;5
1198;3°;Avanzado;2
1198;3°;Básico;14
1198;3°;Crítico;34
1198;3°;Medio;5
1198;4°;Básico;10
1198;4°;Crítico;7
1198;4°;Medio;4
1198;5°;Básico;3
1198;5°;Crítico;24
1198;5°;Medio;1
1198;6°;Básico;7
1198;6°;Crítico;8
1198;6°;Medio;3
1199;1°;Avanzado;4
1199;1°;Básico;41
1199;1°;Crítico;28
1199;1°;Medio;46
1199;2°;Básico;43
1199;2°;Crítico;47
1199;2°;Medio;20
1199;3°;Avanzado;10
1199;3°;Básico;28
1199;3°;Crítico;50
1199;3°;Medio;21
1199;4°;Básico;24
1199;4°;Crítico;30
1199;4°;Medio;9
1199;5°;Avanzado;1
1199;5°;Básico;21
1199;5°;Crítico;9
1199;5°;Medio;6
1199;6°;Avanzado;2
1199;6°;Básico;16
1199;6°;Crítico;12
1199;6°;Medio;10
1200;1°;Avanzado;4
1200;1°;Básico;7
1200;1°;Crítico;9
1200;1°;Medio;12
1200;2°;Avanzado;3
1200;2°;Básico;8
1200;2°;Crítico;10
1200;2°;Medio;8
1200;3°;Avanzado;2
1200;3°;Básico;6
1200;3°;Crítico;15
1200;3°;Medio;7
1200;4°;Básico;7
1200;4°;Crítico;6
1200;4°;Medio;8
1200;5°;Básico;2
1200;5°;Crítico;6
1200;5°;Medio;2
1200;6°;Básico;3
1200;6°;Crítico;3
1200;6°;Medio;1
1202;1°;Básico;15
1202;1°;Crítico;18
1202;1°;Medio;26
1202;2°;Básico;24
1202;2°;Crítico;23
1202;2°;Medio;13
1202;3°;Avanzado;3
1202;3°;Básico;25
1202;3°;Crítico;31
1202;3°;Medio;9
1202;4°;Avanzado;4
1202;4°;Básico;17
1202;4°;Crítico;13
1202;4°;Medio;12
1202;5°;Básico;19
1202;5°;Crítico;20
1202;5°;Medio;8
1204;1°;Avanzado;3
1204;1°;Básico;28
1204;1°;Crítico;26
1204;1°;Medio;32
1204;2°;Avanzado;2
1204;2°;Básico;26
1204;2°;Crítico;37
1204;2°;Medio;9
1204;3°;Avanzado;2
1204;3°;Básico;13
1204;3°;Crítico;65
1204;3°;Medio;13
1204;4°;Avanzado;7
1204;4°;Básico;19
1204;4°;Crítico;19
1204;4°;Medio;11
1204;5°;Avanzado;1
1204;5°;Básico;15
1204;5°;Crítico;36
1204;5°;Medio;7
1209;1°;Avanzado;3
1209;1°;Básico;28
1209;1°;Crítico;19
1209;1°;Medio;45
1209;2°;Avanzado;4
1209;2°;Básico;41
1209;2°;Crítico;32
1209;2°;Medio;14
1209;3°;Avanzado;8
1209;3°;Básico;20
1209;3°;Crítico;43
1209;3°;Medio;21
1209;4°;Avanzado;5
1209;4°;Básico;28
1209;4°;Crítico;27
1209;4°;Medio;18
1209;5°;Avanzado;3
1209;5°;Básico;35
1209;5°;Crítico;35
1209;5°;Medio;14
1224;1°;Básico;12
1224;1°;Crítico;9
1224;1°;Medio;6
1224;2°;Básico;6
1224;2°;Crítico;16
1224;3°;Básico;2
1224;3°;Crítico;20
1224;3°;Medio;1
1224;4°;Básico;4
1224;4°;Crítico;18
1224;5°;Avanzado;2
1224;5°;Básico;1
1224;5°;Crítico;8
1224;5°;Medio;1
1241;1°;Avanzado;3
1241;1°;Básico;10
1241;1°;Crítico;9
1241;1°;Medio;10
1241;2°;Avanzado;1
1241;2°;Básico;9
1241;2°;Crítico;12
1241;2°;Medio;9
1241;3°;Avanzado;1
1241;3°;Básico;10
1241;3°;Crítico;12
1241;3°;Medio;6
1241;4°;Avanzado;1
1241;4°;Básico;16
1241;4°;Crítico;7
1241;4°;Medio;3
1241;5°;Básico;6
1241;5°;Crítico;4
1241;5°;Medio;7
1241;6°;Básico;5
1241;6°;Crítico;6
1241;6°;Medio;5
1450;2°;Avanzado;7
1450;2°;Básico;36
1450;2°;Crítico;50
1450;2°;Medio;15
1450;3°;Avanzado;38
1450;3°;Básico;33
1450;3°;Crítico;21
1450;3°;Medio;23
1450;4°;Avanzado;30
1450;4°;Básico;28
1450;4°;Crítico;14
1450;4°;Medio;44
1450;5°;Avanzado;22
1450;5°;Básico;28
1450;5°;Crítico;15
1450;5°;Medio;48
1450;6°;Avanzado;49
1450;6°;Básico;6
1450;6°;Crítico;4
1450;6°;Medio;51
1450;7°;Avanzado;28
1450;7°;Básico;35
1450;7°;Crítico;5
1450;7°;Medio;49
1812;2°;Avanzado;11
1812;2°;Básico;25
1812;2°;Crítico;14
1812;2°;Medio;11
1812;3°;Avanzado;15
1812;3°;Básico;25
1812;3°;Crítico;10
1812;3°;Medio;12
1812;4°;Avanzado;18
1812;4°;Básico;12
1812;4°;Crítico;10
1812;4°;Medio;24
1812;5°;Avanzado;12
1812;5°;Básico;16
1812;5°;Crítico;16
1812;5°;Medio;20
1812;6°;Avanzado;28
1812;6°;Básico;9
1812;6°;Crítico;5
1812;6°;Medio;22
1812;7°;Avanzado;7
1812;7°;Básico;18
1812;7°;Crítico;5
1812;7°;Medio;36
1813;2°;Avanzado;5
1813;2°;Básico;11
1813;2°;Crítico;30
1813;2°;Medio;5
1813;3°;Avanzado;21
1813;3°;Básico;12
1813;3°;Crítico;10
1813;3°;Medio;15
1813;4°;Avanzado;29
1813;4°;Básico;10
1813;4°;Crítico;8
1813;4°;Medio;14
1813;5°;Avanzado;23
1813;5°;Básico;13
1813;5°;Crítico;8
1813;5°;Medio;27
1813;6°;Avanzado;28
1813;6°;Básico;4
1813;6°;Crítico;9
1813;6°;Medio;23
1813;7°;Avanzado;20
1813;7°;Básico;11
1813;7°;Crítico;8
1813;7°;Medio;27
1817;2°;Avanzado;6
1817;2°;Básico;16
1817;2°;Crítico;12
1817;2°;Medio;11
1817;3°;Avanzado;25
1817;3°;Básico;9
1817;3°;Crítico;3
1817;3°;Medio;14
1817;4°;Avanzado;21
1817;4°;Básico;7
1817;4°;Crítico;6
1817;4°;Medio;13
1817;5°;Avanzado;14
1817;5°;Básico;6
1817;5°;Crítico;6
1817;5°;Medio;17
1817;6°;Avanzado;28
1817;6°;Básico;1
1817;6°;Crítico;2
1817;6°;Medio;18
1817;7°;Avanzado;13
1817;7°;Básico;4
1817;7°;Crítico;1
1817;7°;Medio;31
1818;2°;Avanzado;4
1818;2°;Básico;35
1818;2°;Crítico;9
1818;2°;Medio;14
1818;3°;Avanzado;31
1818;3°;Básico;7
1818;3°;Crítico;2
1818;3°;Medio;22
1818;4°;Avanzado;31
1818;4°;Básico;10
1818;4°;Crítico;7
1818;4°;Medio;14
1818;5°;Avanzado;32
1818;5°;Básico;15
1818;5°;Crítico;4
1818;5°;Medio;13
1818;6°;Avanzado;26
1818;6°;Básico;5
1818;6°;Crítico;5
1818;6°;Medio;26
1818;7°;Avanzado;22
1818;7°;Básico;16
1818;7°;Crítico;4
1818;7°;Medio;48
1820;2°;Avanzado;10
1820;2°;Básico;33
1820;2°;Crítico;21
1820;2°;Medio;9
1820;3°;Avanzado;25
1820;3°;Básico;22
1820;3°;Crítico;8
1820;3°;Medio;28
1820;4°;Avanzado;29
1820;4°;Básico;13
1820;4°;Crítico;6
1820;4°;Medio;25
1820;5°;Avanzado;15
1820;5°;Básico;20
1820;5°;Crítico;16
1820;5°;Medio;33
1820;6°;Avanzado;34
1820;6°;Básico;7
1820;6°;Crítico;3
1820;6°;Medio;35
1820;7°;Avanzado;22
1820;7°;Básico;12
1820;7°;Crítico;12
1820;7°;Medio;44
1823;2°;Avanzado;17
1823;2°;Básico;19
1823;2°;Crítico;4
1823;2°;Medio;19
1823;3°;Avanzado;24
1823;3°;Básico;5
1823;3°;Crítico;1
1823;3°;Medio;30
1823;4°;Avanzado;25
1823;4°;Básico;5
1823;4°;Crítico;1
1823;4°;Medio;12
1823;5°;Avanzado;22
1823;5°;Básico;8
1823;5°;Crítico;5
1823;5°;Medio;15
1823;6°;Avanzado;14
1823;6°;Básico;1
1823;6°;Crítico;1
1823;6°;Medio;9
1823;7°;Avanzado;8
1823;7°;Básico;5
1823;7°;Crítico;1
1823;7°;Medio;25
1824;2°;Avanzado;9
1824;2°;Básico;27
1824;2°;Crítico;15
1824;2°;Medio;13
1824;3°;Avanzado;19
1824;3°;Básico;10
1824;3°;Crítico;1
1824;3°;Medio;33
1824;4°;Avanzado;20
1824;4°;Básico;5
1824;4°;Crítico;7
1824;4°;Medio;27
1824;5°;Avanzado;10
1824;5°;Básico;17
1824;5°;Crítico;8
1824;5°;Medio;27
1824;6°;Avanzado;31
1824;6°;Básico;3
1824;6°;Crítico;1
1824;6°;Medio;28
1824;7°;Avanzado;15
1824;7°;Básico;13
1824;7°;Crítico;2
1824;7°;Medio;33
1831;2°;Avanzado;8
1831;2°;Básico;15
1831;2°;Crítico;18
1831;2°;Medio;11
1831;3°;Avanzado;3
1831;3°;Básico;16
1831;3°;Crítico;11
