Escuela_ID;CURSO_NORMALIZADO;DESEMPEÑO;Alumno_ID
514;6°;Avanzado;7
514;6°;Básico;17
514;6°;Crítico;14
514;6°;Medio;17
514;7°;Avanzado;1
514;7°;Básico;23
514;7°;Crítico;26
514;7°;Medio;32
552;2°;Básico;6
552;2°;Crítico;53
552;2°;Medio;4
552;3°;Avanzado;4
552;3°;Básico;20
552;3°;Crítico;25
552;3°;Medio;8
552;4°;Avanzado;9
552;4°;Básico;12
552;4°;Crítico;22
552;4°;Medio;17
552;5°;Básico;10
552;5°;Crítico;20
552;5°;Medio;8
552;6°;Avanzado;2
552;6°;Básico;12
552;6°;Crítico;18
552;6°;Medio;18
552;7°;Avanzado;3
552;7°;Básico;10
552;7°;Crítico;27
552;7°;Medio;10
582;2°;Básico;7
582;2°;Crítico;39
582;2°;Medio;2
582;3°;Avanzado;7
582;3°;Básico;21
582;3°;Crítico;14
582;3°;Medio;20
582;4°;Avanzado;11
582;4°;Básico;18
582;4°;Crítico;6
582;4°;Medio;20
582;5°;Avanzado;7
582;5°;Básico;16
582;5°;Crítico;14
582;5°;Medio;16
582;6°;Avanzado;15
582;6°;Básico;13
582;6°;Crítico;8
582;6°;Medio;22
582;7°;Avanzado;4
582;7°;Básico;13
582;7°;Crítico;7
582;7°;Medio;24
621;2°;Básico;1
621;2°;Crítico;47
621;3°;Básico;4
621;3°;Crítico;21
621;3°;Medio;1
621;4°;Básico;5
621;4°;Crítico;17
621;4°;Medio;1
621;5°;Básico;5
621;5°;Crítico;19
621;5°;Medio;1
621;6°;Básico;9
621;6°;Crítico;20
621;6°;Medio;1
621;7°;Básico;2
621;7°;Crítico;16
621;7°;Medio;2
989;1°;Avanzado;41
989;1°;Básico;23
989;1°;Crítico;12
989;1°;Medio;115
989;2°;Avanzado;46
989;2°;Básico;50
989;2°;Crítico;23
989;2°;Medio;92
989;3°;Avanzado;46
989;3°;Básico;43
989;3°;Crítico;42
989;3°;Medio;82
989;4°;Avanzado;40
989;4°;Básico;37
989;4°;Crítico;14
989;4°;Medio;91
989;5°;Avanzado;33
989;5°;Básico;49
989;5°;Crítico;34
989;5°;Medio;67
990;1°;Avanzado;9
990;1°;Básico;19
990;1°;Crítico;9
990;1°;Medio;82
990;2°;Avanzado;22
990;2°;Básico;37
990;2°;Crítico;12
990;2°;Medio;55
990;3°;Avanzado;2
990;3°;Básico;23
990;3°;Crítico;36
990;3°;Medio;55
990;4°;Avanzado;10
990;4°;Básico;28
990;4°;Crítico;9
990;4°;Medio;42
990;5°;Avanzado;5
990;5°;Básico;49
990;5°;Crítico;19
990;5°;Medio;21
990;6°;Avanzado;4
990;6°;Básico;38
990;6°;Crítico;23
990;6°;Medio;28
991;1°;Avanzado;15
991;1°;Básico;8
991;1°;Crítico;23
991;1°;Medio;84
991;2°;Avanzado;16
991;2°;Básico;58
991;2°;Crítico;24
991;2°;Medio;81
991;3°;Avanzado;41
991;3°;Básico;24
991;3°;Crítico;21
991;3°;Medio;67
991;4°;Avanzado;16
991;4°;Básico;28
991;4°;Crítico;22
991;4°;Medio;58
991;5°;Avanzado;6
991;5°;Básico;33
991;5°;Crítico;17
991;5°;Medio;61
991;6°;Avanzado;1
991;6°;Básico;21
991;6°;Crítico;12
991;6°;Medio;71
993;1°;Avanzado;27
993;1°;Básico;39
993;1°;Crítico;29
993;1°;Medio;66
993;2°;Avanzado;12
993;2°;Básico;44
993;2°;Crítico;57
993;2°;Medio;56
993;3°;Avanzado;8
993;3°;Básico;37
993;3°;Crítico;65
993;3°;Medio;21
993;4°;Avanzado;6
993;4°;Básico;39
993;4°;Crítico;39
993;4°;Medio;31
993;5°;Avanzado;1
993;5°;Básico;25
993;5°;Crítico;37
993;5°;Medio;16
993;6°;Avanzado;3
993;6°;Básico;22
993;6°;Crítico;35
993;6°;Medio;5
997;1°;Crítico;166
997;2°;Avanzado;14
997;2°;Básico;64
997;2°;Crítico;52
997;2°;Medio;40
997;3°;Avanzado;6
997;3°;Básico;30
997;3°;Crítico;102
997;3°;Medio;11
997;4°;Avanzado;3
997;4°;Básico;33
997;4°;Crítico;79
997;4°;Medio;17
997;5°;Básico;17
997;5°;Crítico;56
997;5°;Medio;12
1004;1°;Avanzado;59
1004;1°;Básico;15
1004;1°;Crítico;10
1004;1°;Medio;111
1004;2°;Avanzado;44
1004;2°;Básico;44
1004;2°;Crítico;10
1004;2°;Medio;110
1004;3°;Avanzado;26
1004;3°;Básico;42
1004;3°;Crítico;20
1004;3°;Medio;114
1004;4°;Avanzado;36
1004;4°;Básico;46
1004;4°;Crítico;18
1004;4°;Medio;80
1004;5°;Avanzado;20
1004;5°;Básico;37
1004;5°;Crítico;22
1004;5°;Medio;77
1004;6°;Avanzado;67
1004;6°;Básico;10
1004;6°;Crítico;25
1004;6°;Medio;41
1008;1°;Avanzado;18
1008;1°;Básico;35
1008;1°;Crítico;18
1008;1°;Medio;63
1008;2°;Avanzado;16
1008;2°;Básico;37
1008;2°;Crítico;44
1008;2°;Medio;45
1008;3°;Avanzado;9
1008;3°;Básico;34
1008;3°;Crítico;38
1008;3°;Medio;57
1008;4°;Avanzado;10
1008;4°;Básico;32
1008;4°;Crítico;39
1008;4°;Medio;30
1008;5°;Avanzado;2
1008;5°;Básico;28
1008;5°;Crítico;40
1008;5°;Medio;16
1008;6°;Avanzado;5
1008;6°;Básico;22
1008;6°;Crítico;16
1008;6°;Medio;27
1010;1°;Avanzado;13
1010;1°;Básico;17
1010;1°;Crítico;23
1010;1°;Medio;43
1010;2°;Avanzado;15
1010;2°;Básico;33
1010;2°;Crítico;37
1010;2°;Medio;30
1010;3°;Avanzado;10
1010;3°;Básico;28
1010;3°;Crítico;20
1010;3°;Medio;28
1010;4°;Avanzado;3
1010;4°;Básico;26
1010;4°;Crítico;41
1010;4°;Medio;17
1010;5°;Avanzado;2
1010;5°;Básico;24
1010;5°;Crítico;39
1010;5°;Medio;7
1010;6°;Avanzado;1
1010;6°;Básico;13
1010;6°;Crítico;13
1010;6°;Medio;11
1012;1°;Avanzado;25
1012;1°;Básico;21
1012;1°;Crítico;13
1012;1°;Medio;65
1012;2°;Avanzado;14
1012;2°;Básico;41
1012;2°;Crítico;19
1012;2°;Medio;46
1012;3°;Avanzado;8
1012;3°;Básico;26
1012;3°;Crítico;40
1012;3°;Medio;31
1012;4°;Avanzado;11
1012;4°;Básico;22
1012;4°;Crítico;23
1012;4°;Medio;27
1012;5°;Avanzado;3
1012;5°;Básico;28
1012;5°;Crítico;17
1012;5°;Medio;23
1015;1°;Avanzado;17
1015;1°;Básico;13
1015;1°;Crítico;17
1015;1°;Medio;38
1015;2°;Avanzado;7
1015;2°;Básico;20
1015;2°;Crítico;31
1015;2°;Medio;32
1015;3°;Avanzado;4
1015;3°;Básico;17
1015;3°;Crítico;23
1015;3°;Medio;16
1015;4°;Avanzado;1
1015;4°;Básico;14
1015;4°;Crítico;21
1015;4°;Medio;17
1015;5°;Básico;5
1015;5°;Crítico;15
1015;5°;Medio;8
1022;2°;Avanzado;8
1022;2°;Básico;16
1022;2°;Crítico;21
1022;2°;Medio;14
1022;3°;Avanzado;8
1022;3°;Básico;11
1022;3°;Crítico;24
1022;3°;Medio;16
1022;4°;Avanzado;3
1022;4°;Básico;22
1022;4°;Crítico;22
1022;4°;Medio;20
1022;5°;Avanzado;1
1022;5°;Básico;10
1022;5°;Crítico;20
1022;5°;Medio;13
1022;6°;Avanzado;1
1022;6°;Básico;14
1022;6°;Crítico;13
1022;6°;Medio;10
1023;1°;Avanzado;22
1023;1°;Básico;59
1023;1°;Crítico;44
1023;1°;Medio;104
1023;2°;Avanzado;27
1023;2°;Básico;59
1023;2°;Crítico;45
1023;2°;Medio;78
1023;3°;Avanzado;10
1023;3°;Básico;19
1023;3°;Crítico;179
1023;3°;Medio;18
1023;4°;Avanzado;6
1023;4°;Básico;23
1023;4°;Crítico;104
1023;4°;Medio;31
1023;5°;Avanzado;11
1023;5°;Básico;34
1023;5°;Crítico;63
1023;5°;Medio;35
1023;6°;Crítico;91
1023;6°;Medio;1
1024;1°;Avanzado;5
1024;1°;Básico;16
1024;1°;Crítico;56
1024;1°;Medio;21
1024;2°;Avanzado;4
1024;2°;Básico;6
1024;2°;Crítico;56
1024;2°;Medio;10
1024;3°;Crítico;63
1026;1°;Avanzado;5
1026;1°;Básico;34
1026;1°;Crítico;18
1026;1°;Medio;59
1026;2°;Avanzado;5
1026;2°;Básico;42
1026;2°;Crítico;37
1026;2°;Medio;43
1026;3°;Avanzado;2
1026;3°;Básico;31
1026;3°;Crítico;58
1026;3°;Medio;23
1026;4°;Básico;48
1026;4°;Crítico;14
1026;4°;Medio;10
1026;5°;Básico;38
1026;5°;Crítico;39
1026;5°;Medio;4
1026;6°;Básico;26
1026;6°;Crítico;37
1026;6°;Medio;14
1027;1°;Avanzado;4
1027;1°;Básico;21
1027;1°;Crítico;16
1027;1°;Medio;28
1027;2°;Avanzado;2
1027;2°;Básico;28
1027;2°;Crítico;20
1027;2°;Medio;16
1027;3°;Avanzado;1
1027;3°;Básico;18
1027;3°;Crítico;27
1027;3°;Medio;8
1027;4°;Básico;11
1027;4°;Crítico;10
1027;4°;Medio;8
1027;5°;Avanzado;1
1027;5°;Básico;16
1027;5°;Crítico;22
1027;5°;Medio;7
1027;6°;Avanzado;4
1027;6°;Básico;12
1027;6°;Crítico;3
1027;6°;Medio;4
1034;1°;Avanzado;6
1034;1°;Básico;15
1034;1°;Crítico;8
1034;1°;Medio;72
1034;2°;Avanzado;14
1034;2°;Básico;38
1034;2°;Crítico;16
1034;2°;Medio;49
1034;3°;Avanzado;12
1034;3°;Básico;16
1034;3°;Crítico;34
1034;3°;Medio;30
1034;4°;Avanzado;2
1034;4°;Básico;29
1034;4°;Crítico;22
1034;4°;Medio;24
1034;5°;Avanzado;2
1034;5°;Básico;21
1034;5°;Crítico;7
1034;5°;Medio;22
1034;6°;Avanzado;2
1034;6°;Básico;18
1034;6°;Crítico;16
1034;6°;Medio;16
1037;1°;Avanzado;5
1037;1°;Básico;26
1037;1°;Crítico;12
1037;1°;Medio;47
1037;2°;Avanzado;9
1037;2°;Básico;33
1037;2°;Crítico;19
1037;2°;Medio;26
1037;3°;Avanzado;2
1037;3°;Básico;34
1037;3°;Crítico;33
1037;3°;Medio;20
1037;4°;Avanzado;3
1037;4°;Básico;31
1037;4°;Crítico;28
1037;4°;Medio;21
1037;5°;Avanzado;2
1037;5°;Básico;26
1037;5°;Crítico;31
1037;5°;Medio;9
1038;1°;Avanzado;4
1038;1°;Básico;22
1038;1°;Crítico;17
1038;1°;Medio;46
1038;2°;Avanzado;8
1038;2°;Básico;22
1038;2°;Crítico;21
1038;2°;Medio;28
1038;3°;Avanzado;7
1038;3°;Básico;22
1038;3°;Crítico;35
1038;3°;Medio;16
1038;4°;Avanzado;4
1038;4°;Básico;25
1038;4°;Crítico;12
1038;4°;Medio;22
1038;5°;Básico;26
1038;5°;Crítico;18
1038;5°;Medio;11
1043;1°;Avanzado;22
1043;1°;Básico;22
1043;1°;Crítico;7
1043;1°;Medio;88
1043;2°;Avanzado;23
1043;2°;Básico;18
1043;2°;Crítico;12
1043;2°;Medio;70
1043;3°;Avanzado;14
1043;3°;Básico;31
1043;3°;Crítico;13
1043;3°;Medio;65
1043;4°;Avanzado;20
1043;4°;Básico;27
1043;4°;Crítico;8
1043;4°;Medio;64
1043;5°;Avanzado;12
1043;5°;Básico;43
1043;5°;Crítico;14
1043;5°;Medio;56
1043;6°;Avanzado;6
1043;6°;Básico;2
1043;6°;Crítico;5
1043;6°;Medio;11
1050;1°;Avanzado;20
1050;1°;Básico;26
1050;1°;Crítico;19
1050;1°;Medio;89
1050;2°;Avanzado;21
1050;2°;Básico;53
1050;2°;Crítico;24
1050;2°;Medio;60
1050;3°;Avanzado;30
1050;3°;Básico;30
1050;3°;Crítico;34
1050;3°;Medio;27
1050;4°;Avanzado;17
1050;4°;Básico;29
1050;4°;Crítico;10
1050;4°;Medio;40
1050;5°;Avanzado;1
1050;5°;Básico;19
1050;5°;Crítico;26
1050;5°;Medio;12
1050;6°;Avanzado;14
1050;6°;Básico;10
1050;6°;Crítico;9
1050;6°;Medio;18
1052;1°;Avanzado;8
1052;1°;Básico;52
1052;1°;Crítico;20
1052;1°;Medio;78
1052;2°;Avanzado;11
1052;2°;Básico;53
1052;2°;Crítico;43
1052;2°;Medio;54
1052;3°;Avanzado;7
1052;3°;Básico;46
1052;3°;Crítico;54
1052;3°;Medio;51
1052;4°;Avanzado;4
1052;4°;Básico;56
1052;4°;Crítico;42
1052;4°;Medio;30
1052;5°;Avanzado;2
1052;5°;Básico;59
1052;5°;Crítico;46
1052;5°;Medio;34
1052;6°;Básico;9
1052;6°;Crítico;11
1052;6°;Medio;3
1053;1°;Avanzado;33
1053;1°;Básico;17
1053;1°;Crítico;24
1053;1°;Medio;63
1053;2°;Avanzado;3
1053;2°;Básico;54
1053;2°;Crítico;40
1053;2°;Medio;35
1053;3°;Avanzado;10
1053;3°;Básico;30
1053;3°;Crítico;70
1053;3°;Medio;24
1053;4°;Avanzado;29
1053;4°;Básico;18
1053;4°;Crítico;27
1053;4°;Medio;18
1053;5°;Avanzado;20
1053;5°;Básico;30
1053;5°;Crítico;28
1053;5°;Medio;29
1054;1°;Avanzado;6
1054;1°;Básico;36
1054;1°;Crítico;32
1054;1°;Medio;42
1054;2°;Avanzado;4
1054;2°;Básico;44
1054;2°;Crítico;42
1054;2°;Medio;25
1054;3°;Avanzado;2
1054;3°;Básico;23
1054;3°;Crítico;60
1054;3°;Medio;12
1054;4°;Avanzado;5
1054;4°;Básico;43
1054;4°;Crítico;64
1054;4°;Medio;20
1054;5°;Avanzado;5
1054;5°;Básico;23
1054;5°;Crítico;58
1054;5°;Medio;17
1055;1°;Básico;20
1055;1°;Crítico;41
1055;1°;Medio;22
1055;2°;Básico;28
1055;2°;Crítico;44
1055;2°;Medio;13
1055;3°;Avanzado;3
1055;3°;Básico;22
1055;3°;Crítico;57
1055;3°;Medio;20
1055;4°;Avanzado;5
1055;4°;Básico;21
1055;4°;Crítico;58
1055;4°;Medio;19
1055;5°;Avanzado;2
1055;5°;Básico;22
1055;5°;Crítico;46
1055;5°;Medio;5
1065;1°;Avanzado;35
1065;1°;Básico;27
1065;1°;Crítico;18
1065;1°;Medio;70
1065;2°;Avanzado;7
1065;2°;Básico;36
1065;2°;Crítico;42
1065;2°;Medio;34
1065;3°;Avanzado;7
1065;3°;Básico;20
1065;3°;Crítico;51
1065;3°;Medio;25
1065;4°;Avanzado;10
1065;4°;Básico;28
1065;4°;Crítico;31
1065;4°;Medio;31
1065;5°;Avanzado;2
1065;5°;Básico;27
