Alumno_ID
31
33
26
28
30
32
26
21
34
32
22
23
30
29
26
31
31
28
29
25
27
25
26
24
28
30
29
26
25
30
32
29
25
30
21
31
25
27
25
29
26
20
23
29
29
24
30
21
18
28
28
24
20
33
27
22
26
18
18
20
23
25
19
20
28
27
30
24
22
31
33
31
24
32
30
28
25
32
29
28
26
31
28
23
27
36
32
27
31
22
17
17
29
16
19
23
31
23
20
14
14
16
27
17
29
31
27
28
30
27
23
22
28
29
21
24
27
28
23
28
22
24
22
25
28
29
25
25
26
23
27
27
24
23
27
25
25
27
30
13
13
28
12
14
26
27
21
28
25
23
19
18
25
21
26
15
16
23
23
22
28
23
25
26
25
27
22
25
28
23
20
20
26
23
20
24
25
26
29
30
25
15
10
19
14
29
28
25
25
26
28
23
24
23
25
25
22
26
25
22
16
26
21
21
22
28
29
23
24
27
28
24
26
25
25
21
23
14
23
17
27
20
22
15
22
20
19
28
24
22
29
25
29
25
28
26
30
25
28
33
28
29
31
25
26
30
32
27
29
27
29
30
23
28
20
19
21
26
23
23
23
27
14
13
20
16
23
26
20
18
31
29
22
22
26
27
24
27
25
20
26
25
27
26
22
21
24
26
26
22
18
25
13
12
17
21
13
16
19
25
20
16
22
20
28
17
16
19
24
14
28
20
17
14
16
18
19
21
27
21
19
15
16
23
27
26
22
23
23
25
23
24
24
26
24
18
17
23
26
26
19
18
27
18
18
29
28
20
18
22
17
17
17
20
18
18
22
13
29
28
25
24
30
16
16
18
11
13
4
29
26
23
24
26
26
26
24
20
18
20
17
20
19
16
28
28
26
32
15
16
20
15
22
26
17
17
19
19
25
12
13
25
25
21
27
33
29
29
26
31
22
33
25
29
19
23
25
26
23
25
17
13
20
32
34
15
16
32
30
32
39
40
41
35
29
27
31
40
38
34
35
22
13
30
26
29
30
30
37
31
28
32
32
27
33
31
28
30
30
31
33
31
31
41
41
34
29
29
31
28
33
33
31
32
30
26
26
26
21
26
5
31
30
29
30
30
29
29
30
31
33
30
23
27
27
23
24
25
29
14
31
18
22
24
14
26
19
24
23
25
23
29
17
20
32
33
35
33
36
28
28
25
25
25
23
25
34
33
19
23
37
16
31
18
28
28
28
29
27
26
30
27
29
28
28
28
37
39
36
37
31
33
31
37
21
20
24
20
31
32
34
33
34
31
36
35
34
36
35
32
29
41
34
36
24
38
39
29
21
27
34
30
37
31
26
32
30
18
32
26
23
30
14
28
27
27
27
25
29
31
26
27
29
41
31
37
29
31
25
29
26
24
21
19
22
21
17
17
15
21
21
20
15
19
31
26
28
30
23
25
20
18
31
27
29
25
21
26
38
26
25
25
24
24
25
25
25
24
21
27
28
28
22
28
31
24
25
26
20
21
23
22
19
30
31
29
20
20
20
26
27
14
14
12
18
16
13
15
16
12
16
24
22
21
8
20
16
17
8
13
27
29
31
30
26
27
28
31
31
31
32
28
31
31
25
32
32
30
30
34
35
33
24
28
26
25
33
28
28
27
24
40
24
32
32
28
27
23
24
24
15
24
21
16
22
22
19
26
34
32
24
35
25
34
33
43
27
44
29
18
25
47
34
35
42
16
17
19
17
20
22
24
27
27
15
14
23
23
23
25
27
25
24
30
31
30
26
28
33
31
38
39
24
28
27
25
30
30
30
26
30
31
32
33
24
28
28
27
24
21
23
28
31
30
25
26
28
28
29
23
19
22
22
19
36
28
27
29
28
27
31
31
29
32
17
29
29
30
18
22
24
28
22
23
34
29
29
33
24
30
31
31
30
32
40
39
40
39
39
40
42
35
31
30
28
30
26
25
31
32
32
32
31
33
30
33
32
33
30
26
26
31
27
18
28
27
33
30
14
35
22
34
36
14
23
27
28
29
27
26
32
22
20
29
29
31
34
32
37
16
28
24
24
32
31
28
16
28
30
29
29
31
30
27
27
23
27
24
23
28
34
39
31
27
31
29
16
18
17
15
15
18
19
16
18
16
16
25
21
26
16
14
32
24
28
19
27
19
29
23
22
24
23
22
16
20
20
22
26
26
25
18
27
25
33
28
26
27
19
27
28
29
38
36
24
26
22
23
25
27
25
24
18
20
18
20
36
36
27
28
27
25
28
29
26
28
33
30
32
16
33
24
30
34
31
21
25
27
28
14
30
5
5
4
1
3
5
5
1
26
4
17
6
4
7
3
1
4
30
31
29
19
32
34
33
31
26
22
18
32
32
26
27
33
33
38
39
16
37
32
26
20
24
35
36
21
32
4
2
3
3
7
1
2
1
28
29
28
31
30
27
24
26
27
28
21
19
30
29
27
29
30
31
28
21
21
26
25
23
24
27
31
28
28
26
29
34
33
29
34
35
34
41
41
35
31
41
36
34
31
23
27
25
42
16
44
19
31
36
35
23
24
25
24
24
24
24
24
32
33
32
34
33
29
29
37
39
37
39
43
46
29
28
29
33
24
24
32
26
39
28
28
30
26
26
14
13
22
29
36
38
30
20
28
20
21
18
9
33
8
15
36
37
38
36
35
37
37
35
36
36
35
38
38
37
39
38
38
36
38
34
33
38
40
41
30
36
38
39
27
25
36
29
26
43
30
30
18
30
34
31
21
36
25
27
29
21
21
18
30
19
23
20
23
21
26
19
19
21
18
25
22
20
24
23
21
17
18
28
24
26
29
28
29
27
28
26
29
24
29
26
29
27
32
35
31
33
29
29
30
27
20
26
22
18
22
19
18
34
29
36
23
33
25
22
24
28
34
35
40
21
44
24
21
21
21
25
31
24
27
29
26
18
33
13
25
13
14
21
21
37
18
16
27
8
27
24
26
25
28
23
24
28
30
24
31
26
26
18
27
33
29
23
23
31
16
28
31
8
15
21
24
26
34
13
18
23
27
26
26
26
25
25
24
34
33
32
38
33
38
37
40
44
42
39
27
21
24
20
21
19
23
25
27
36
27
19
19
27
28
29
32
35
38
34
33
28
30
17
26
18
20
32
21
30
