Escuela_ID;CURSO_NORMALIZADO;División;Total_Alumnos_por_Escuela_ID_CURSO_NORMALIZADO_y_División;DESEMPEÑO;Total_Alumnos_por_Tipo_de_Desempeño;Desempeño_por_Escuela_CURSO_NORMALIZADO_Division
9;2°;A;31;Básico;4;12.9
9;2°;A;31;Crítico;25;80.65
9;2°;A;31;Medio;2;6.45
9;2°;B;33;Básico;5;15.15
9;2°;B;33;Crítico;23;69.7
9;2°;B;33;Medio;5;15.15
9;2°;C;26;Básico;9;34.62
9;2°;C;26;Crítico;15;57.69
9;2°;C;26;Medio;2;7.69
9;2°;D;28;Avanzado;1;3.57
9;2°;D;28;Básico;3;10.71
9;2°;D;28;Crítico;20;71.43
9;2°;D;28;Medio;4;14.29
9;3°;A;30;Avanzado;6;20.0
9;3°;A;30;Básico;13;43.33
9;3°;A;30;Crítico;3;10.0
9;3°;A;30;Medio;8;26.67
9;3°;B;32;Avanzado;4;12.5
9;3°;B;32;Básico;8;25.0
9;3°;B;32;Crítico;16;50.0
9;3°;B;32;Medio;4;12.5
9;3°;C;26;Avanzado;4;15.38
9;3°;C;26;Básico;13;50.0
9;3°;C;26;Crítico;4;15.38
9;3°;C;26;Medio;5;19.23
9;3°;D;21;Avanzado;2;9.52
9;3°;D;21;Básico;8;38.1
9;3°;D;21;Crítico;8;38.1
9;3°;D;21;Medio;3;14.29
9;4°;A;34;Avanzado;3;8.82
9;4°;A;34;Básico;11;32.35
9;4°;A;34;Crítico;13;38.24
9;4°;A;34;Medio;7;20.59
9;4°;B;32;Avanzado;4;12.5
9;4°;B;32;Básico;7;21.88
9;4°;B;32;Crítico;8;25.0
9;4°;B;32;Medio;13;40.62
9;4°;C;22;Avanzado;1;4.55
9;4°;C;22;Básico;8;36.36
9;4°;C;22;Crítico;7;31.82
9;4°;C;22;Medio;6;27.27
9;4°;D;23;Avanzado;3;13.04
9;4°;D;23;Básico;6;26.09
9;4°;D;23;Crítico;9;39.13
9;4°;D;23;Medio;5;21.74
9;5°;A;30;Avanzado;3;10.0
9;5°;A;30;Básico;8;26.67
9;5°;A;30;Crítico;11;36.67
9;5°;A;30;Medio;8;26.67
9;5°;B;29;Avanzado;7;24.14
9;5°;B;29;Básico;8;27.59
9;5°;B;29;Crítico;9;31.03
9;5°;B;29;Medio;5;17.24
9;5°;C;26;Avanzado;2;7.69
9;5°;C;26;Básico;9;34.62
9;5°;C;26;Crítico;10;38.46
9;5°;C;26;Medio;5;19.23
9;5°;D;31;Avanzado;3;9.68
9;5°;D;31;Básico;8;25.81
9;5°;D;31;Crítico;16;51.61
9;5°;D;31;Medio;4;12.9
9;6°;A;31;Avanzado;1;3.23
9;6°;A;31;Básico;13;41.94
9;6°;A;31;Crítico;5;16.13
9;6°;A;31;Medio;12;38.71
9;6°;B;28;Avanzado;2;7.14
9;6°;B;28;Básico;13;46.43
9;6°;B;28;Crítico;4;14.29
9;6°;B;28;Medio;9;32.14
9;6°;C;29;Avanzado;6;20.69
9;6°;C;29;Básico;11;37.93
9;6°;C;29;Crítico;3;10.34
9;6°;C;29;Medio;9;31.03
9;6°;D;25;Avanzado;8;32.0
9;6°;D;25;Básico;4;16.0
9;6°;D;25;Crítico;5;20.0
9;6°;D;25;Medio;8;32.0
9;7°;A;27;Avanzado;3;11.11
9;7°;A;27;Básico;5;18.52
9;7°;A;27;Crítico;4;14.81
9;7°;A;27;Medio;15;55.56
9;7°;B;25;Avanzado;1;4.0
9;7°;B;25;Básico;5;20.0
9;7°;B;25;Crítico;7;28.0
9;7°;B;25;Medio;12;48.0
9;7°;C;26;Avanzado;5;19.23
9;7°;C;26;Básico;4;15.38
9;7°;C;26;Crítico;7;26.92
9;7°;C;26;Medio;10;38.46
9;7°;D;24;Avanzado;2;8.33
9;7°;D;24;Básico;6;25.0
9;7°;D;24;Crítico;7;29.17
9;7°;D;24;Medio;9;37.5
9;7°;E;28;Avanzado;3;10.71
9;7°;E;28;Básico;6;21.43
9;7°;E;28;Crítico;7;25.0
9;7°;E;28;Medio;12;42.86
14;2°;A;30;Avanzado;7;23.33
14;2°;A;30;Básico;6;20.0
14;2°;A;30;Crítico;15;50.0
14;2°;A;30;Medio;2;6.67
14;2°;B;29;Avanzado;5;17.24
14;2°;B;29;Básico;6;20.69
14;2°;B;29;Crítico;12;41.38
14;2°;B;29;Medio;6;20.69
14;3°;A;26;Avanzado;9;34.62
14;3°;A;26;Básico;4;15.38
14;3°;A;26;Crítico;3;11.54
14;3°;A;26;Medio;10;38.46
14;3°;B;25;Avanzado;10;40.0
14;3°;B;25;Básico;4;16.0
14;3°;B;25;Crítico;7;28.0
14;3°;B;25;Medio;4;16.0
14;4°;A;30;Avanzado;12;40.0
14;4°;A;30;Básico;3;10.0
14;4°;A;30;Crítico;4;13.33
14;4°;A;30;Medio;11;36.67
14;4°;B;32;Avanzado;8;25.0
14;4°;B;32;Básico;8;25.0
14;4°;B;32;Crítico;8;25.0
14;4°;B;32;Medio;8;25.0
14;5°;A;29;Avanzado;7;24.14
14;5°;A;29;Básico;8;27.59
14;5°;A;29;Crítico;5;17.24
14;5°;A;29;Medio;9;31.03
14;5°;B;25;Avanzado;4;16.0
14;5°;B;25;Básico;5;20.0
14;5°;B;25;Crítico;10;40.0
14;5°;B;25;Medio;6;24.0
14;6°;A;30;Avanzado;13;43.33
14;6°;A;30;Básico;3;10.0
14;6°;A;30;Crítico;1;3.33
14;6°;A;30;Medio;13;43.33
14;6°;B;21;Avanzado;9;42.86
14;6°;B;21;Básico;3;14.29
14;6°;B;21;Crítico;2;9.52
14;6°;B;21;Medio;7;33.33
14;7°;A;31;Avanzado;4;12.9
14;7°;A;31;Básico;12;38.71
14;7°;A;31;Medio;15;48.39
14;7°;B;25;Avanzado;6;24.0
14;7°;B;25;Básico;7;28.0
14;7°;B;25;Crítico;5;20.0
14;7°;B;25;Medio;7;28.0
22;2°;A;27;Avanzado;4;14.81
22;2°;A;27;Básico;7;25.93
22;2°;A;27;Crítico;14;51.85
22;2°;A;27;Medio;2;7.41
22;2°;B;25;Avanzado;2;8.0
22;2°;B;25;Básico;2;8.0
22;2°;B;25;Crítico;18;72.0
22;2°;B;25;Medio;3;12.0
22;2°;C;29;Avanzado;8;27.59
22;2°;C;29;Básico;10;34.48
22;2°;C;29;Crítico;8;27.59
22;2°;C;29;Medio;3;10.34
22;3°;A;26;Avanzado;7;26.92
22;3°;A;26;Básico;4;15.38
22;3°;A;26;Crítico;11;42.31
22;3°;A;26;Medio;4;15.38
22;3°;B;20;Avanzado;7;35.0
22;3°;B;20;Básico;5;25.0
22;3°;B;20;Crítico;4;20.0
22;3°;B;20;Medio;4;20.0
22;3°;C;23;Avanzado;4;17.39
22;3°;C;23;Básico;4;17.39
22;3°;C;23;Crítico;11;47.83
22;3°;C;23;Medio;4;17.39
22;4°;A;29;Avanzado;7;24.14
22;4°;A;29;Básico;3;10.34
22;4°;A;29;Crítico;8;27.59
22;4°;A;29;Medio;11;37.93
22;4°;B;29;Avanzado;10;34.48
22;4°;B;29;Básico;6;20.69
22;4°;B;29;Crítico;2;6.9
22;4°;B;29;Medio;11;37.93
22;4°;C;24;Avanzado;6;25.0
22;4°;C;24;Básico;8;33.33
22;4°;C;24;Crítico;3;12.5
22;4°;C;24;Medio;7;29.17
22;5°;A;30;Avanzado;4;13.33
22;5°;A;30;Básico;10;33.33
22;5°;A;30;Crítico;10;33.33
22;5°;A;30;Medio;6;20.0
22;5°;B;21;Avanzado;3;14.29
22;5°;B;21;Básico;6;28.57
22;5°;B;21;Crítico;7;33.33
22;5°;B;21;Medio;5;23.81
22;5°;C;18;Avanzado;5;27.78
22;5°;C;18;Básico;4;22.22
22;5°;C;18;Crítico;3;16.67
22;5°;C;18;Medio;6;33.33
22;6°;A;28;Avanzado;6;21.43
22;6°;A;28;Básico;2;7.14
22;6°;A;28;Crítico;8;28.57
22;6°;A;28;Medio;12;42.86
22;6°;B;28;Avanzado;12;42.86
22;6°;B;28;Crítico;9;32.14
22;6°;B;28;Medio;7;25.0
22;6°;C;24;Avanzado;3;12.5
22;6°;C;24;Básico;5;20.83
22;6°;C;24;Crítico;5;20.83
22;6°;C;24;Medio;11;45.83
22;6°;D;20;Avanzado;3;15.0
22;6°;D;20;Básico;5;25.0
22;6°;D;20;Crítico;3;15.0
22;6°;D;20;Medio;9;45.0
22;7°;A;33;Avanzado;12;36.36
22;7°;A;33;Básico;3;9.09
22;7°;A;33;Crítico;6;18.18
22;7°;A;33;Medio;12;36.36
22;7°;B;27;Avanzado;5;18.52
22;7°;B;27;Básico;7;25.93
22;7°;B;27;Medio;15;55.56
22;7°;C;22;Avanzado;3;13.64
22;7°;C;22;Básico;10;45.45
22;7°;C;22;Crítico;3;13.64
22;7°;C;22;Medio;6;27.27
60;2°;A;26;Avanzado;1;3.85
60;2°;A;26;Básico;7;26.92
60;2°;A;26;Crítico;14;53.85
60;2°;A;26;Medio;4;15.38
60;3°;A;18;Avanzado;3;16.67
60;3°;A;18;Básico;5;27.78
60;3°;A;18;Crítico;5;27.78
60;3°;A;18;Medio;5;27.78
60;3°;B;18;Avanzado;7;38.89
60;3°;B;18;Básico;3;16.67
60;3°;B;18;Crítico;6;33.33
60;3°;B;18;Medio;2;11.11
60;4°;A;20;Avanzado;4;20.0
60;4°;A;20;Básico;6;30.0
60;4°;A;20;Crítico;2;10.0
60;4°;A;20;Medio;8;40.0
60;4°;B;23;Avanzado;10;43.48
60;4°;B;23;Básico;10;43.48
60;4°;B;23;Medio;3;13.04
60;5°;A;25;Avanzado;3;12.0
60;5°;A;25;Básico;9;36.0
60;5°;A;25;Crítico;8;32.0
60;5°;A;25;Medio;5;20.0
60;6°;A;19;Avanzado;4;21.05
60;6°;A;19;Básico;4;21.05
60;6°;A;19;Crítico;1;5.26
60;6°;A;19;Medio;10;52.63
60;6°;B;20;Avanzado;7;35.0
60;6°;B;20;Básico;3;15.0
60;6°;B;20;Crítico;1;5.0
60;6°;B;20;Medio;9;45.0
60;7°;A;28;Avanzado;5;17.86
60;7°;A;28;Básico;3;10.71
60;7°;A;28;Medio;20;71.43
74;2°;A;27;Avanzado;1;3.7
74;2°;A;27;Básico;10;37.04
74;2°;A;27;Crítico;13;48.15
74;2°;A;27;Medio;3;11.11
74;2°;B;30;Avanzado;1;3.33
74;2°;B;30;Básico;6;20.0
74;2°;B;30;Crítico;20;66.67
74;2°;B;30;Medio;3;10.0
74;2°;C;24;Básico;10;41.67
74;2°;C;24;Crítico;9;37.5
74;2°;C;24;Medio;5;20.83
74;2°;D;22;Básico;5;22.73
74;2°;D;22;Crítico;16;72.73
74;2°;D;22;Medio;1;4.55
74;3°;A;31;Avanzado;8;25.81
74;3°;A;31;Básico;11;35.48
74;3°;A;31;Crítico;5;16.13
74;3°;A;31;Medio;7;22.58
74;3°;B;33;Avanzado;6;18.18
74;3°;B;33;Básico;8;24.24
74;3°;B;33;Crítico;5;15.15
74;3°;B;33;Medio;14;42.42
74;3°;C;31;Avanzado;7;22.58
74;3°;C;31;Básico;10;32.26
74;3°;C;31;Crítico;5;16.13
74;3°;C;31;Medio;9;29.03
74;3°;D;24;Avanzado;5;20.83
74;3°;D;24;Básico;7;29.17
74;3°;D;24;Crítico;2;8.33
74;3°;D;24;Medio;10;41.67
74;4°;A;32;Avanzado;14;43.75
74;4°;A;32;Básico;8;25.0
74;4°;A;32;Crítico;2;6.25
74;4°;A;32;Medio;8;25.0
74;4°;B;30;Avanzado;10;33.33
74;4°;B;30;Básico;8;26.67
74;4°;B;30;Crítico;1;3.33
74;4°;B;30;Medio;11;36.67
74;4°;C;28;Avanzado;16;57.14
74;4°;C;28;Básico;4;14.29
74;4°;C;28;Crítico;2;7.14
74;4°;C;28;Medio;6;21.43
74;4°;D;25;Avanzado;8;32.0
74;4°;D;25;Básico;5;20.0
74;4°;D;25;Crítico;2;8.0
74;4°;D;25;Medio;10;40.0
74;5°;A;32;Avanzado;9;28.12
74;5°;A;32;Básico;8;25.0
74;5°;A;32;Crítico;4;12.5
74;5°;A;32;Medio;11;34.38
74;5°;B;29;Avanzado;5;17.24
74;5°;B;29;Básico;11;37.93
74;5°;B;29;Crítico;3;10.34
74;5°;B;29;Medio;10;34.48
74;5°;C;28;Avanzado;9;32.14
74;5°;C;28;Básico;7;25.0
74;5°;C;28;Crítico;3;10.71
74;5°;C;28;Medio;9;32.14
74;5°;D;26;Avanzado;2;7.69
74;5°;D;26;Básico;5;19.23
74;5°;D;26;Crítico;10;38.46
74;5°;D;26;Medio;9;34.62
74;6°;A;31;Avanzado;18;58.06
74;6°;A;31;Básico;2;6.45
74;6°;A;31;Medio;11;35.48
74;6°;B;28;Avanzado;17;60.71
74;6°;B;28;Básico;2;7.14
74;6°;B;28;Crítico;1;3.57
74;6°;B;28;Medio;8;28.57
74;6°;C;23;Avanzado;4;17.39
74;6°;C;23;Básico;4;17.39
74;6°;C;23;Crítico;1;4.35
74;6°;C;23;Medio;14;60.87
74;6°;D;27;Avanzado;10;37.04
74;6°;D;27;Básico;8;29.63
74;6°;D;27;Medio;9;33.33
74;7°;A;36;Avanzado;4;11.11
74;7°;A;36;Básico;11;30.56
74;7°;A;36;Crítico;3;8.33
74;7°;A;36;Medio;18;50.0
74;7°;B;32;Avanzado;5;15.62
74;7°;B;32;Básico;10;31.25
74;7°;B;32;Crítico;2;6.25
74;7°;B;32;Medio;15;46.88
74;7°;C;27;Avanzado;10;37.04
74;7°;C;27;Básico;1;3.7
74;7°;C;27;Crítico;1;3.7
74;7°;C;27;Medio;15;55.56
74;7°;D;31;Avanzado;17;54.84
74;7°;D;31;Básico;4;12.9
74;7°;D;31;Medio;10;32.26
194;2°;A;22;Avanzado;1;4.55
194;2°;A;22;Básico;2;9.09
194;2°;A;22;Crítico;19;86.36
194;2°;B;17;Básico;3;17.65
194;2°;B;17;Crítico;14;82.35
194;2°;C;17;Básico;1;5.88
194;2°;C;17;Crítico;15;88.24
194;2°;C;17;Medio;1;5.88
194;3°;A;29;Avanzado;5;17.24
194;3°;A;29;Básico;9;31.03
194;3°;A;29;Crítico;11;37.93
194;3°;A;29;Medio;4;13.79
194;3°;B;16;Básico;5;31.25
194;3°;B;16;Crítico;7;43.75
194;3°;B;16;Medio;4;25.0
194;3°;C;19;Avanzado;2;10.53
194;3°;C;19;Básico;5;26.32
194;3°;C;19;Crítico;11;57.89
194;3°;C;19;Medio;1;5.26
194;4°;A;23;Avanzado;4;17.39
194;4°;A;23;Básico;3;13.04
194;4°;A;23;Crítico;10;43.48
194;4°;A;23;Medio;6;26.09
194;4°;B;31;Avanzado;2;6.45
194;4°;B;31;Básico;8;25.81
194;4°;B;31;Crítico;17;54.84
194;4°;B;31;Medio;4;12.9
194;5°;A;23;Avanzado;1;4.35
194;5°;A;23;Básico;2;8.7
194;5°;A;23;Crítico;16;69.57
194;5°;A;23;Medio;4;17.39
194;5°;B;20;Básico;2;10.0
194;5°;B;20;Crítico;12;60.0
194;5°;B;20;Medio;6;30.0
194;6°;A;14;Avanzado;2;14.29
194;6°;A;14;Básico;3;21.43
194;6°;A;14;Crítico;1;7.14
194;6°;A;14;Medio;8;57.14
194;6°;B;14;Básico;8;57.14
194;6°;B;14;Crítico;1;7.14
194;6°;B;14;Medio;5;35.71
194;6°;C;16;Avanzado;4;25.0
194;6°;C;16;Básico;3;18.75
194;6°;C;16;Crítico;6;37.5
194;6°;C;16;Medio;3;18.75
194;7°;A;27;Avanzado;5;18.52
194;7°;A;27;Básico;10;37.04
194;7°;A;27;Crítico;3;11.11
194;7°;A;27;Medio;9;33.33
194;7°;B;17;Básico;4;23.53
194;7°;B;17;Crítico;10;58.82
194;7°;B;17;Medio;3;17.65
197;2°;A;29;Crítico;29;100.0
197;2°;B;31;Crítico;31;100.0
197;2°;C;27;Avanzado;3;11.11
197;2°;C;27;Básico;5;18.52
197;2°;C;27;Crítico;17;62.96
197;2°;C;27;Medio;2;7.41
197;2°;D;28;Básico;5;17.86
197;2°;D;28;Crítico;20;71.43
197;2°;D;28;Medio;3;10.71
197;3°;A;30;Avanzado;9;30.0
197;3°;A;30;Básico;5;16.67
197;3°;A;30;Crítico;7;23.33
197;3°;A;30;Medio;9;30.0
197;3°;B;27;Avanzado;5;18.52
197;3°;B;27;Básico;4;14.81
197;3°;B;27;Crítico;6;22.22
197;3°;B;27;Medio;12;44.44
197;3°;C;23;Avanzado;4;17.39
197;3°;C;23;Básico;7;30.43
197;3°;C;23;Crítico;7;30.43
197;3°;C;23;Medio;5;21.74
197;3°;D;22;Avanzado;2;9.09
197;3°;D;22;Básico;5;22.73
197;3°;D;22;Crítico;9;40.91
197;3°;D;22;Medio;6;27.27
197;4°;A;28;Avanzado;8;28.57
197;4°;A;28;Básico;6;21.43
197;4°;A;28;Crítico;5;17.86
197;4°;A;28;Medio;9;32.14
197;4°;B;29;Avanzado;6;20.69
197;4°;B;29;Básico;5;17.24
197;4°;B;29;Crítico;8;27.59
197;4°;B;29;Medio;10;34.48
197;4°;C;21;Avanzado;4;19.05
197;4°;C;21;Básico;3;14.29
197;4°;C;21;Crítico;9;42.86
197;4°;C;21;Medio;5;23.81
197;4°;D;24;Avanzado;7;29.17
197;4°;D;24;Básico;8;33.33
197;4°;D;24;Crítico;3;12.5
197;4°;D;24;Medio;6;25.0
197;5°;A;27;Avanzado;2;7.41
197;5°;A;27;Básico;6;22.22
197;5°;A;27;Crítico;11;40.74
197;5°;A;27;Medio;8;29.63
197;5°;B;28;Avanzado;2;7.14
197;5°;B;28;Básico;6;21.43
197;5°;B;28;Crítico;7;25.0
197;5°;B;28;Medio;13;46.43
197;5°;C;23;Avanzado;4;17.39
197;5°;C;23;Básico;4;17.39
197;5°;C;23;Crítico;10;43.48
197;5°;C;23;Medio;5;21.74
197;5°;D;28;Avanzado;2;7.14
197;5°;D;28;Básico;3;10.71
197;5°;D;28;Crítico;14;50.0
197;5°;D;28;Medio;9;32.14
197;6°;A;22;Avanzado;3;13.64
197;6°;A;22;Básico;1;4.55
197;6°;A;22;Crítico;4;18.18
197;6°;A;22;Medio;14;63.64
197;6°;B;24;Avanzado;3;12.5
197;6°;B;24;Básico;7;29.17
197;6°;B;24;Crítico;3;12.5
197;6°;B;24;Medio;11;45.83
197;6°;C;22;Avanzado;2;9.09
197;6°;C;22;Básico;3;13.64
197;6°;C;22;Crítico;5;22.73
197;6°;C;22;Medio;12;54.55
197;6°;D;25;Crítico;25;100.0
197;7°;A;28;Avanzado;2;7.14
197;7°;A;28;Básico;4;14.29
197;7°;A;28;Crítico;5;17.86
197;7°;A;28;Medio;17;60.71
197;7°;B;29;Avanzado;3;10.34
197;7°;B;29;Básico;4;13.79
197;7°;B;29;Crítico;3;10.34
197;7°;B;29;Medio;19;65.52
197;7°;C;25;Avanzado;4;16.0
197;7°;C;25;Básico;8;32.0
197;7°;C;25;Crítico;7;28.0
197;7°;C;25;Medio;6;24.0
197;7°;D;25;Avanzado;4;16.0
197;7°;D;25;Básico;5;20.0
197;7°;D;25;Crítico;6;24.0
197;7°;D;25;Medio;10;40.0
210;2°;A;26;Avanzado;2;7.69
210;2°;A;26;Básico;7;26.92
210;2°;A;26;Crítico;15;57.69
210;2°;A;26;Medio;2;7.69
210;2°;B;23;Avanzado;1;4.35
210;2°;B;23;Básico;5;21.74
210;2°;B;23;Crítico;15;65.22
210;2°;B;23;Medio;2;8.7
210;2°;C;27;Avanzado;1;3.7
210;2°;C;27;Básico;7;25.93
210;2°;C;27;Crítico;18;66.67
210;2°;C;27;Medio;1;3.7
210;3°;A;27;Avanzado;5;18.52
210;3°;A;27;Básico;7;25.93
210;3°;A;27;Crítico;9;33.33
210;3°;A;27;Medio;6;22.22
210;3°;B;24;Avanzado;5;20.83
210;3°;B;24;Básico;5;20.83
210;3°;B;24;Crítico;10;41.67
210;3°;B;24;Medio;4;16.67
210;3°;C;23;Avanzado;4;17.39
210;3°;C;23;Básico;9;39.13
210;3°;C;23;Crítico;6;26.09
210;3°;C;23;Medio;4;17.39
210;4°;A;27;Avanzado;8;29.63
210;4°;A;27;Básico;3;11.11
210;4°;A;27;Crítico;6;22.22
210;4°;A;27;Medio;10;37.04
210;4°;B;25;Avanzado;4;16.0
210;4°;B;25;Básico;5;20.0
210;4°;B;25;Crítico;7;28.0
210;4°;B;25;Medio;9;36.0
210;4°;C;25;Avanzado;2;8.0
210;4°;C;25;Básico;5;20.0
210;4°;C;25;Crítico;15;60.0
210;4°;C;25;Medio;3;12.0
210;5°;A;27;Avanzado;2;7.41
210;5°;A;27;Básico;5;18.52
210;5°;A;27;Crítico;11;40.74
210;5°;A;27;Medio;9;33.33
210;5°;B;30;Avanzado;6;20.0
210;5°;B;30;Básico;9;30.0
210;5°;B;30;Crítico;7;23.33
210;5°;B;30;Medio;8;26.67
210;5°;C;13;Avanzado;3;23.08
210;5°;C;13;Básico;1;7.69
210;5°;C;13;Crítico;7;53.85
210;5°;C;13;Medio;2;15.38
210;5°;D;13;Avanzado;5;38.46
210;5°;D;13;Básico;5;38.46
210;5°;D;13;Medio;3;23.08
210;6°;A;28;Avanzado;6;21.43
210;6°;A;28;Básico;6;21.43
210;6°;A;28;Crítico;1;3.57
210;6°;A;28;Medio;15;53.57
210;6°;B;12;Avanzado;6;50.0
210;6°;B;12;Básico;3;25.0
210;6°;B;12;Crítico;1;8.33
210;6°;B;12;Medio;2;16.67
210;6°;C;14;Avanzado;3;21.43
210;6°;C;14;Básico;1;7.14
210;6°;C;14;Crítico;4;28.57
210;6°;C;14;Medio;6;42.86
210;7°;A;26;Avanzado;3;11.54
210;7°;A;26;Básico;5;19.23
210;7°;A;26;Crítico;8;30.77
210;7°;A;26;Medio;10;38.46
210;7°;B;27;Avanzado;1;3.7
210;7°;B;27;Básico;4;14.81
210;7°;B;27;Crítico;18;66.67
210;7°;B;27;Medio;4;14.81
210;7°;C;21;Avanzado;1;4.76
210;7°;C;21;Básico;3;14.29
210;7°;C;21;Crítico;8;38.1
210;7°;C;21;Medio;9;42.86
250;2°;A;28;Avanzado;1;3.57
250;2°;A;28;Básico;11;39.29
250;2°;A;28;Crítico;11;39.29
250;2°;A;28;Medio;5;17.86
250;2°;B;25;Avanzado;2;8.0
250;2°;B;25;Básico;6;24.0
250;2°;B;25;Crítico;13;52.0
250;2°;B;25;Medio;4;16.0
250;3°;A;23;Avanzado;3;13.04
250;3°;A;23;Básico;7;30.43
250;3°;A;23;Crítico;6;26.09
250;3°;A;23;Medio;7;30.43
250;3°;B;19;Básico;10;52.63
250;3°;B;19;Crítico;6;31.58
250;3°;B;19;Medio;3;15.79
250;3°;C;18;Avanzado;5;27.78
250;3°;C;18;Básico;5;27.78
250;3°;C;18;Crítico;5;27.78
250;3°;C;18;Medio;3;16.67
250;4°;A;25;Avanzado;4;16.0
250;4°;A;25;Básico;10;40.0
250;4°;A;25;Crítico;1;4.0
250;4°;A;25;Medio;10;40.0
250;4°;B;21;Avanzado;4;19.05
250;4°;B;21;Básico;5;23.81
250;4°;B;21;Crítico;4;19.05
250;4°;B;21;Medio;8;38.1
250;5°;A;26;Básico;10;38.46
250;5°;A;26;Crítico;6;23.08
250;5°;A;26;Medio;10;38.46
250;5°;B;15;Avanzado;3;20.0
250;5°;B;15;Básico;2;13.33
250;5°;B;15;Crítico;3;20.0
250;5°;B;15;Medio;7;46.67
250;5°;C;16;Avanzado;2;12.5
250;5°;C;16;Básico;5;31.25
250;5°;C;16;Crítico;1;6.25
250;5°;C;16;Medio;8;50.0
250;6°;A;23;Avanzado;6;26.09
250;6°;A;23;Básico;5;21.74
250;6°;A;23;Medio;12;52.17
250;6°;B;23;Avanzado;10;43.48
250;6°;B;23;Básico;6;26.09
250;6°;B;23;Medio;7;30.43
250;6°;C;22;Avanzado;4;18.18
250;6°;C;22;Básico;6;27.27
250;6°;C;22;Crítico;1;4.55
250;6°;C;22;Medio;11;50.0
250;7°;A;28;Avanzado;6;21.43
250;7°;A;28;Básico;9;32.14
250;7°;A;28;Crítico;2;7.14
250;7°;A;28;Medio;11;39.29
250;7°;B;23;Avanzado;4;17.39
250;7°;B;23;Básico;5;21.74
250;7°;B;23;Medio;14;60.87
253;2°;A;25;Avanzado;3;12.0
253;2°;A;25;Básico;7;28.0
253;2°;A;25;Crítico;10;40.0
253;2°;A;25;Medio;5;20.0
253;2°;B;26;Avanzado;1;3.85
253;2°;B;26;Básico;5;19.23
253;2°;B;26;Crítico;19;73.08
253;2°;B;26;Medio;1;3.85
253;2°;C;25;Avanzado;1;4.0
253;2°;C;25;Básico;12;48.0
253;2°;C;25;Crítico;10;40.0
253;2°;C;25;Medio;2;8.0
253;3°;A;27;Avanzado;4;14.81
253;3°;A;27;Básico;10;37.04
253;3°;A;27;Crítico;3;11.11
253;3°;A;27;Medio;10;37.04
253;3°;B;22;Avanzado;3;13.64
253;3°;B;22;Básico;9;40.91
253;3°;B;22;Crítico;6;27.27
253;3°;B;22;Medio;4;18.18
253;3°;C;25;Avanzado;8;32.0
253;3°;C;25;Básico;6;24.0
253;3°;C;25;Crítico;7;28.0
253;3°;C;25;Medio;4;16.0
253;4°;A;28;Avanzado;10;35.71
253;4°;A;28;Básico;4;14.29
253;4°;A;28;Crítico;5;17.86
253;4°;A;28;Medio;9;32.14
253;4°;B;23;Avanzado;4;17.39
253;4°;B;23;Básico;7;30.43
253;4°;B;23;Crítico;4;17.39
253;4°;B;23;Medio;8;34.78
253;4°;C;20;Avanzado;5;25.0
253;4°;C;20;Básico;5;25.0
253;4°;C;20;Crítico;1;5.0
253;4°;C;20;Medio;9;45.0
253;4°;D;20;Avanzado;3;15.0
253;4°;D;20;Básico;8;40.0
253;4°;D;20;Crítico;3;15.0
253;4°;D;20;Medio;6;30.0
253;5°;A;26;Avanzado;3;11.54
253;5°;A;26;Básico;9;34.62
253;5°;A;26;Crítico;5;19.23
253;5°;A;26;Medio;9;34.62
253;5°;B;23;Avanzado;6;26.09
253;5°;B;23;Básico;3;13.04
253;5°;B;23;Crítico;10;43.48
253;5°;B;23;Medio;4;17.39
253;5°;C;20;Avanzado;1;5.0
253;5°;C;20;Básico;8;40.0
253;5°;C;20;Crítico;8;40.0
253;5°;C;20;Medio;3;15.0
253;6°;A;24;Avanzado;8;33.33
253;6°;A;24;Básico;8;33.33
253;6°;A;24;Crítico;1;4.17
253;6°;A;24;Medio;7;29.17
253;6°;B;25;Avanzado;6;24.0
253;6°;B;25;Básico;5;20.0
253;6°;B;25;Crítico;6;24.0
253;6°;B;25;Medio;8;32.0
253;6°;C;26;Avanzado;1;3.85
253;6°;C;26;Básico;9;34.62
253;6°;C;26;Crítico;5;19.23
253;6°;C;26;Medio;11;42.31
253;7°;A;29;Avanzado;11;37.93
253;7°;A;29;Básico;3;10.34
253;7°;A;29;Crítico;7;24.14
253;7°;A;29;Medio;8;27.59
253;7°;B;30;Avanzado;9;30.0
253;7°;B;30;Básico;3;10.0
253;7°;B;30;Crítico;5;16.67
253;7°;B;30;Medio;13;43.33
253;7°;C;25;Avanzado;3;12.0
253;7°;C;25;Básico;13;52.0
253;7°;C;25;Crítico;3;12.0
253;7°;C;25;Medio;6;24.0
288;4°;A;15;Básico;9;60.0
288;4°;A;15;Crítico;2;13.33
288;4°;A;15;Medio;4;26.67
288;5°;A;10;Crítico;10;100.0
288;6°;A;19;Avanzado;5;26.32
288;6°;A;19;Básico;6;31.58
288;6°;A;19;Crítico;3;15.79
288;6°;A;19;Medio;5;26.32
288;7°;A;14;Básico;3;21.43
288;7°;A;14;Crítico;10;71.43
288;7°;A;14;Medio;1;7.14
346;2°;A;29;Avanzado;2;6.9
346;2°;A;29;Básico;7;24.14
346;2°;A;29;Crítico;18;62.07
346;2°;A;29;Medio;2;6.9
346;2°;B;28;Avanzado;2;7.14
